fight_id,event_name,fighter_1,fighter_1_result,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
3694,UFC on FOX: Shevchenko vs. Pena,Valentina Shevchenko,W,Julianna Pena,L,Women's Bantamweight Bout,Submission,2,269,5,Herb Dean,http://ufcstats.com/fight-details/ab79fe7b35ccc3dc
3695,UFC on FOX: Shevchenko vs. Pena,Donald Cerrone,L,Jorge Masvidal,W,Welterweight Bout,KO/TKO,2,60,3,Herb Dean,http://ufcstats.com/fight-details/b91756d955e14d2e
3696,UFC on FOX: Shevchenko vs. Pena,Andrei Arlovski,L,Francis Ngannou,W,Heavyweight Bout,KO/TKO,1,92,3,Adam Martinez,http://ufcstats.com/fight-details/a45596cda51a1816
3697,UFC on FOX: Shevchenko vs. Pena,Alex Caceres,L,Jason Knight,W,Featherweight Bout,Submission,2,261,3,Tom Johnson,http://ufcstats.com/fight-details/43682a646b9b956f
3698,UFC on FOX: Shevchenko vs. Pena,Nate Marquardt,L,Sam Alvey,W,Middleweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/3c8eb8ad5e98876f
3699,UFC on FOX: Shevchenko vs. Pena,Raphael Assuncao,W,Aljamain Sterling,L,Bantamweight Bout,Decision - Split,3,300,3,Tim Mills,http://ufcstats.com/fight-details/637f561cd731fb44
3700,UFC on FOX: Shevchenko vs. Pena,Bobby Nash,L,Li Jingliang,W,Welterweight Bout,KO/TKO,2,285,3,Adam Martinez,http://ufcstats.com/fight-details/c5865afc31cb6c59
3701,UFC on FOX: Shevchenko vs. Pena,Henrique da Silva,L,Jordan Johnson,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Tom Johnson,http://ufcstats.com/fight-details/1cd0ce0e2312ad52
3702,UFC on FOX: Shevchenko vs. Pena,Eric Spicely,W,Alessio Di Chirico,L,Middleweight Bout,Submission,1,134,3,Tim Mills,http://ufcstats.com/fight-details/481aef2d2802ec68
3703,UFC on FOX: Shevchenko vs. Pena,Marcos Rogerio de Lima,W,Jeremy Kimball,L,Light Heavyweight Bout,KO/TKO,1,147,3,Adam Martinez,http://ufcstats.com/fight-details/99373dc33dfbf6e0
3704,UFC on FOX: Shevchenko vs. Pena,Alexandre Pantoja,W,Eric Shelton,L,Flyweight Bout,Decision - Split,3,300,3,Tom Johnson,http://ufcstats.com/fight-details/0094d2ed98819f7a
3705,UFC on FOX: Shevchenko vs. Pena,Jason Gonzalez,W,JC Cottrell,L,Lightweight Bout,Submission,1,234,3,Tim Mills,http://ufcstats.com/fight-details/6eb382e2c51fc4f5
3706,UFC Fight Night: Rodriguez vs. Penn,Yair Rodriguez,W,BJ Penn,L,Featherweight Bout,KO/TKO,2,24,5,John McCarthy,http://ufcstats.com/fight-details/5742025a09190829
3707,UFC Fight Night: Rodriguez vs. Penn,Joe Lauzon,W,Marcin Held,L,Lightweight Bout,Decision - Split,3,300,3,Herb Dean,http://ufcstats.com/fight-details/00720c46f864fe03
3708,UFC Fight Night: Rodriguez vs. Penn,Court McGee,L,Ben Saunders,W,Welterweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/8edb831924d69dd9
3709,UFC Fight Night: Rodriguez vs. Penn,John Moraga,L,Sergio Pettis,W,Flyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/7685701c382cd49a
3710,UFC Fight Night: Rodriguez vs. Penn,Devin Powell,L,Drakkar Klose,W,Lightweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/bbb67c2ac4453d64
3711,UFC Fight Night: Rodriguez vs. Penn,Frankie Saenz,L,Augusto Mendes,W,Bantamweight Bout,Decision - Split,3,300,3,Herb Dean,http://ufcstats.com/fight-details/b60bbec8ec98941b
3712,UFC Fight Night: Rodriguez vs. Penn,Aleksei Oleinik,W,Viktor Pesta,L,Heavyweight Bout,Submission,1,177,3,Nic Jones,http://ufcstats.com/fight-details/1a81573425c585fb
3713,UFC Fight Night: Rodriguez vs. Penn,Anthony Rocco Martin,W,Alex White,L,Lightweight Bout,Decision - Unanimous,3,300,3,Al Guinee,http://ufcstats.com/fight-details/8156479490877d08
3714,UFC Fight Night: Rodriguez vs. Penn,Jocelyn Jones-Lybarger,L,Nina Nunes,W,Women's Strawweight Bout,Submission,3,219,3,Nic Jones,http://ufcstats.com/fight-details/53c3565ee1d3411a
3715,UFC Fight Night: Rodriguez vs. Penn,Walt Harris,W,Chase Sherman,L,Heavyweight Bout,KO/TKO,2,161,3,Al Guinee,http://ufcstats.com/fight-details/3f7684492c9df05e
3716,UFC Fight Night: Rodriguez vs. Penn,Bojan Mihajlovic,L,Joachim Christensen,W,Light Heavyweight Bout,KO/TKO,3,125,3,Nic Jones,http://ufcstats.com/fight-details/ae803440d778a12b
3717,UFC Fight Night: Rodriguez vs. Penn,Dmitrii Smoliakov,L,Cyril Asker,W,Heavyweight Bout,KO/TKO,1,161,3,Al Guinee,http://ufcstats.com/fight-details/c1356395d6b055d7
3718,UFC 207: Nunes vs. Rousey,Amanda Nunes,W,Ronda Rousey,L,UFC Women's Bantamweight Title Bout,KO/TKO,1,48,5,Herb Dean,http://ufcstats.com/fight-details/0aad210fbaa1db6c
3719,UFC 207: Nunes vs. Rousey,Dominick Cruz,L,Cody Garbrandt,W,UFC Bantamweight Title Bout,Decision - Unanimous,5,300,5,John McCarthy,http://ufcstats.com/fight-details/25e6b11e1cf45b83
3720,UFC 207: Nunes vs. Rousey,TJ Dillashaw,W,John Lineker,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/7f663d67422c1b24
3721,UFC 207: Nunes vs. Rousey,Dong Hyun Kim,W,Tarec Saffiedine,L,Welterweight Bout,Decision - Split,3,300,3,John McCarthy,http://ufcstats.com/fight-details/3d07a533feca7458
3722,UFC 207: Nunes vs. Rousey,Louis Smolka,L,Ray Borg,W,Flyweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/ab847a4cf397d7d5
3723,UFC 207: Nunes vs. Rousey,Johny Hendricks,L,Neil Magny,W,Welterweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/abf0f8234f6be37e
3724,UFC 207: Nunes vs. Rousey,Antonio Carlos Junior,W,Marvin Vettori,L,Middleweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/78736e322574e500
3725,UFC 207: Nunes vs. Rousey,Mike Pyle,L,Alex Garcia,W,Welterweight Bout,KO/TKO,1,214,3,Dan Miragliotta,http://ufcstats.com/fight-details/31acf87e89a4a401
3726,UFC 207: Nunes vs. Rousey,Brandon Thatch,L,Niko Price,W,Welterweight Bout,Submission,1,270,3,Mark Smith,http://ufcstats.com/fight-details/d8c7497043e7e5bd
3727,UFC 207: Nunes vs. Rousey,Alex Oliveira,NC,Tim Means,NC,Welterweight Bout,Could Not Continue,1,213,3,Dan Miragliotta,http://ufcstats.com/fight-details/9d4b2767f6630fc9
3728,UFC on FOX: VanZant vs. Waterson,Paige VanZant,L,Michelle Waterson-Gomez,W,Women's Strawweight Bout,Submission,1,201,5,John McCarthy,http://ufcstats.com/fight-details/5840527835a8ffb2
3729,UFC on FOX: VanZant vs. Waterson,Sage Northcutt,L,Mickey Gall,W,Welterweight Bout,Submission,2,100,3,Herb Dean,http://ufcstats.com/fight-details/23bc29f1b6baacad
3730,UFC on FOX: VanZant vs. Waterson,Urijah Faber,W,Brad Pickett,L,Bantamweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/2cdf841a057d9039
3731,UFC on FOX: VanZant vs. Waterson,Alan Jouban,W,Mike Perry,L,Welterweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/473b9b56cdaedba3
3732,UFC on FOX: VanZant vs. Waterson,Henrique da Silva,L,Paul Craig,W,Light Heavyweight Bout,Submission,2,119,3,Mike Beltran,http://ufcstats.com/fight-details/01f396a7372dc8ff
3733,UFC on FOX: VanZant vs. Waterson,Cole Miller,L,Mizuto Hirota,W,Featherweight Bout,Decision - Unanimous,3,300,3,Ed Collantes,http://ufcstats.com/fight-details/4b35edc671de861f
3734,UFC on FOX: VanZant vs. Waterson,Bryan Barberena,L,Colby Covington,W,Welterweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/677588ea237aa5c0
3735,UFC on FOX: VanZant vs. Waterson,James Moontasri,L,Alex Morono,W,Welterweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/30f6cf4253b13b76
3736,UFC on FOX: VanZant vs. Waterson,Josh Emmett,W,Scott Holtzman,L,Lightweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/7979888b1fb5eb39
3737,UFC on FOX: VanZant vs. Waterson,Leslie Smith,W,Irene Aldana,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/d77ace7aadb2383e
3738,UFC on FOX: VanZant vs. Waterson,Eddie Wineland,W,Takeya Mizugaki,L,Bantamweight Bout,KO/TKO,1,184,3,Ed Collantes,http://ufcstats.com/fight-details/ca6d4239726931f9
3739,UFC on FOX: VanZant vs. Waterson,Hector Sandoval,W,Fredy Serrano,L,Flyweight Bout,Decision - Unanimous,3,300,3,Mike Beltran,http://ufcstats.com/fight-details/88c712be47805d63
3740,UFC on FOX: VanZant vs. Waterson,Bojan Velickovic,L,Sultan Aliev,W,Welterweight Bout,Decision - Split,3,300,3,Ed Collantes,http://ufcstats.com/fight-details/1ca4274019680d23
3741,UFC 206: Holloway vs. Pettis,Max Holloway,W,Anthony Pettis,L,UFC Interim Featherweight Title Bout,KO/TKO,3,290,5,Yves Lavigne,http://ufcstats.com/fight-details/977a758d869f9e7a
3742,UFC 206: Holloway vs. Pettis,Donald Cerrone,W,Matt Brown,L,Welterweight Bout,KO/TKO,3,34,3,John McCarthy,http://ufcstats.com/fight-details/96404a3b32791c8d
3743,UFC 206: Holloway vs. Pettis,Cub Swanson,W,Dooho Choi,L,Featherweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/5f0aa841c21f7d30
3744,UFC 206: Holloway vs. Pettis,Tim Kennedy,L,Kelvin Gastelum,W,Middleweight Bout,KO/TKO,3,165,3,John McCarthy,http://ufcstats.com/fight-details/07b98dbf5d2c62a2
3745,UFC 206: Holloway vs. Pettis,Jordan Mein,L,Emil Meek,W,Welterweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/761a215d51a0442e
3746,UFC 206: Holloway vs. Pettis,Nikita Krylov,L,Misha Cirkunov,W,Light Heavyweight Bout,Submission,1,278,3,John McCarthy,http://ufcstats.com/fight-details/0af90a49f0ca1879
3747,UFC 206: Holloway vs. Pettis,Olivier Aubin-Mercier,W,Drew Dober,L,Lightweight Bout,Submission,2,177,3,Dan Miragliotta,http://ufcstats.com/fight-details/04f27a78e4ffce47
3748,UFC 206: Holloway vs. Pettis,Valerie Letourneau,L,Viviane Pereira,W,Women's Strawweight Bout,Decision - Split,3,300,3,Todd Ronald Anderson,http://ufcstats.com/fight-details/ca9804845b010845
3749,UFC 206: Holloway vs. Pettis,Mitch Gagnon,L,Matthew Lopez,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Jerin Valel,http://ufcstats.com/fight-details/b121f30d7fc9ea6c
3750,UFC 206: Holloway vs. Pettis,John Makdessi,L,Lando Vannata,W,Lightweight Bout,KO/TKO,1,100,3,Todd Ronald Anderson,http://ufcstats.com/fight-details/071d488ec8ccf254
3751,UFC 206: Holloway vs. Pettis,Jason Saggo,L,Rustam Khabilov,W,Lightweight Bout,Decision - Unanimous,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/8b983e834df0c6c4
3752,UFC 206: Holloway vs. Pettis,Zach Makovsky,L,Dustin Ortiz,W,Flyweight Bout,Decision - Split,3,300,3,Jerin Valel,http://ufcstats.com/fight-details/d573e571d8349b5d
3753,UFC Fight Night: Lewis vs. Abdurakhimov,Derrick Lewis,W,Shamil Abdurakhimov,L,Heavyweight Bout,KO/TKO,4,222,5,Dan Miragliotta,http://ufcstats.com/fight-details/cb1e57b5f8c92922
3754,UFC Fight Night: Lewis vs. Abdurakhimov,Francis Ngannou,W,Anthony Hamilton,L,Heavyweight Bout,Submission,1,117,3,John McCarthy,http://ufcstats.com/fight-details/0769ab47fcf0bf6b
3755,UFC Fight Night: Lewis vs. Abdurakhimov,Corey Anderson,W,Sean O'Connell,L,Light Heavyweight Bout,KO/TKO,2,156,3,Todd Ronald Anderson,http://ufcstats.com/fight-details/14e7bb7a9d49450d
3756,UFC Fight Night: Lewis vs. Abdurakhimov,Gian Villante,W,Saparbeg Safarov,L,Light Heavyweight Bout,KO/TKO,2,174,3,Keith Peterson,http://ufcstats.com/fight-details/25cd989ac5569629
3757,UFC Fight Night: Lewis vs. Abdurakhimov,Justine Kish,W,Ashley Yoder,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/9555d8941df4a998
3758,UFC Fight Night: Lewis vs. Abdurakhimov,Randy Brown,W,Brian Camozzi,L,Welterweight Bout,KO/TKO,2,85,3,John McCarthy,http://ufcstats.com/fight-details/02e3699be1d8daa2
3759,UFC Fight Night: Lewis vs. Abdurakhimov,Joseph Gigliotti,L,Gerald Meerschaert,W,Middleweight Bout,Submission,1,252,3,Todd Ronald Anderson,http://ufcstats.com/fight-details/85feac6924abb35b
3760,UFC Fight Night: Lewis vs. Abdurakhimov,Andrew Sanchez,W,Trevor Smith,L,Middleweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/0b26d635106aea1c
3761,UFC Fight Night: Lewis vs. Abdurakhimov,Tiago dos Santos e Silva,L,Shane Burgos,W,Featherweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/4bf0be780f2d09be
3762,UFC Fight Night: Lewis vs. Abdurakhimov,Frankie Perez,L,Marc Diakiese,W,Lightweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/a71febed166b7d42
3763,UFC Fight Night: Lewis vs. Abdurakhimov,Keith Berish,L,Ryan Janes,W,Middleweight Bout,Decision - Unanimous,3,300,3,Todd Ronald Anderson,http://ufcstats.com/fight-details/770312f3ca8506b6
3764,UFC Fight Night: Lewis vs. Abdurakhimov,Juliana Lima,W,JJ Aldrich,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/87b6c507a7684ec2
3765,The Ultimate Fighter: Tournament of Champions Finale,Demetrious Johnson,W,Tim Elliott,L,UFC Flyweight Title Bout,Decision - Unanimous,5,300,5,Herb Dean,http://ufcstats.com/fight-details/02822c35ffef5a50
3766,The Ultimate Fighter: Tournament of Champions Finale,Joseph Benavidez,W,Henry Cejudo,L,Flyweight Bout,Decision - Split,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/5e1370a92ce8abb0
3767,The Ultimate Fighter: Tournament of Champions Finale,Jake Ellenberger,L,Jorge Masvidal,W,Welterweight Bout,KO/TKO,1,245,3,Herb Dean,http://ufcstats.com/fight-details/27ff7028ec8c2161
3768,The Ultimate Fighter: Tournament of Champions Finale,Ion Cutelaba,L,Jared Cannonier,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/9cad47cdd6351e50
3769,The Ultimate Fighter: Tournament of Champions Finale,Sara McMann,W,Alexis Davis,L,Women's Bantamweight Bout,Submission,2,172,3,Herb Dean,http://ufcstats.com/fight-details/a716172939767cab
3770,The Ultimate Fighter: Tournament of Champions Finale,Brandon Moreno,W,Ryan Benoit,L,Flyweight Bout,Decision - Split,3,300,3,Mark Smith,http://ufcstats.com/fight-details/36830f6eb3c847f5
3771,The Ultimate Fighter: Tournament of Champions Finale,Gray Maynard,L,Ryan Hall,W,Featherweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/019983faebec6d64
3772,The Ultimate Fighter: Tournament of Champions Finale,Rob Font,W,Matt Schnell,L,Bantamweight Bout,KO/TKO,1,227,3,Yves Lavigne,http://ufcstats.com/fight-details/63b35df1276b3d64
3773,The Ultimate Fighter: Tournament of Champions Finale,Dong Hyun Ma,W,Brendan O'Reilly,L,Lightweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/c5d48ca7c22f857e
3774,The Ultimate Fighter: Tournament of Champions Finale,Kailin Curran,L,Jamie Moyle,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/5ae45d20a60dc109
3775,The Ultimate Fighter: Tournament of Champions Finale,Elvis Mutapcic,L,Anthony Smith,W,Middleweight Bout,KO/TKO,2,207,3,Mark Smith,http://ufcstats.com/fight-details/163fbb2185730846
3776,The Ultimate Fighter: Tournament of Champions Finale,Josh Stansbury,L,Devin Clark,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/fe132ef2ab8ae9d2
3777,UFC Fight Night: Whittaker vs. Brunson,Robert Whittaker,W,Derek Brunson,L,Middleweight Bout,KO/TKO,1,247,5,Herb Dean,http://ufcstats.com/fight-details/6d04fbef6b8e4551
3778,UFC Fight Night: Whittaker vs. Brunson,Jake Matthews,L,Andrew Holbrook,W,Lightweight Bout,Decision - Split,3,300,3,John Sharp,http://ufcstats.com/fight-details/0d33d43bee65d98f
3779,UFC Fight Night: Whittaker vs. Brunson,Kyle Noke,L,Omari Akhmedov,W,Welterweight Bout,Decision - Unanimous,3,300,3,Steve Perceval,http://ufcstats.com/fight-details/450760216f5643ca
3780,UFC Fight Night: Whittaker vs. Brunson,Yusuke Kasuya,L,Alexander Volkanovski,W,Lightweight Bout,KO/TKO,2,126,3,Greg Kleynjans,http://ufcstats.com/fight-details/2cab927474cb6e62
3781,UFC Fight Night: Whittaker vs. Brunson,Khalil Rountree Jr.,L,Tyson Pedro,W,Light Heavyweight Bout,Submission,1,247,3,Herb Dean,http://ufcstats.com/fight-details/d1c519260c0ddf3a
3782,UFC Fight Night: Whittaker vs. Brunson,Seo Hee Ham,L,Danielle Taylor,W,Women's Strawweight Bout,Decision - Split,3,300,3,John Sharp,http://ufcstats.com/fight-details/314aea77cd24210f
3783,UFC Fight Night: Whittaker vs. Brunson,Daniel Kelly,W,Chris Camozzi,L,Middleweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/71854cfe738d6ee1
3784,UFC Fight Night: Whittaker vs. Brunson,Damien Brown,W,Jon Tuck,L,Lightweight Bout,Decision - Split,3,300,3,Greg Kleynjans,http://ufcstats.com/fight-details/64bc223daa594bcc
3785,UFC Fight Night: Whittaker vs. Brunson,Richard Walsh,L,Jonathan Meunier,W,Welterweight Bout,Decision - Unanimous,3,300,3,Steve Perceval,http://ufcstats.com/fight-details/2c0a58ef0324e18b
3786,UFC Fight Night: Whittaker vs. Brunson,Ben Nguyen,W,Geane Herrera,L,Flyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/291d91378a96d1e8
3787,UFC Fight Night: Whittaker vs. Brunson,Dan Hooker,L,Jason Knight,W,Featherweight Bout,Decision - Unanimous,3,300,3,John Sharp,http://ufcstats.com/fight-details/4f60a7e7b848bc6d
3788,UFC Fight Night: Whittaker vs. Brunson,Marlon Vera,W,Guangyou Ning,L,Featherweight Bout,Decision - Unanimous,3,300,3,Steve Perceval,http://ufcstats.com/fight-details/2e209dc450b7ebe3
3789,UFC Fight Night: Whittaker vs. Brunson,Yao Zhikui,L,Jenel Lausa,W,Flyweight Bout,Decision - Unanimous,3,300,3,Greg Kleynjans,http://ufcstats.com/fight-details/0da0dc2c7eb29f58
3790,UFC Fight Night: Bader vs. Nogueira,Ryan Bader,W,Rogerio Nogueira,L,Light Heavyweight Bout,KO/TKO,3,231,5,Mario Yamasaki,http://ufcstats.com/fight-details/106088694fa0c682
3791,UFC Fight Night: Bader vs. Nogueira,Thomas Almeida,W,Albert Morales,L,Bantamweight Bout,KO/TKO,2,97,3,Eduardo Herdy,http://ufcstats.com/fight-details/ac656cebef8cf0a4
3792,UFC Fight Night: Bader vs. Nogueira,Claudia Gadelha,W,Cortney Casey,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Fernando Portella,http://ufcstats.com/fight-details/4c05732d411d6412
3793,UFC Fight Night: Bader vs. Nogueira,Thales Leites,L,Krzysztof Jotko,W,Middleweight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/3e1bd51261cb61df
3794,UFC Fight Night: Bader vs. Nogueira,Warlley Alves,L,Kamaru Usman,W,Welterweight Bout,Decision - Unanimous,3,300,3,Vitor Ribeiro,http://ufcstats.com/fight-details/939cc30f07131724
3795,UFC Fight Night: Bader vs. Nogueira,Sergio Moraes,W,Zak Ottow,L,Welterweight Bout,Decision - Split,3,300,3,Eduardo Herdy,http://ufcstats.com/fight-details/edcf1d6a1bd8acc7
3796,UFC Fight Night: Bader vs. Nogueira,Cezar Ferreira,W,Jack Hermansson,L,Middleweight Bout,Submission,2,131,3,Fernando Portella,http://ufcstats.com/fight-details/13d2b7aef67cb6ea
3797,UFC Fight Night: Bader vs. Nogueira,Marcos Rogerio de Lima,L,Gadzhimurad Antigulov,W,Light Heavyweight Bout,Submission,1,67,3,Vitor Ribeiro,http://ufcstats.com/fight-details/a5e240bcd7731725
3798,UFC Fight Night: Bader vs. Nogueira,Johnny Eduardo,W,Manvel Gamburyan,L,Bantamweight Bout,KO/TKO,2,46,3,Mario Yamasaki,http://ufcstats.com/fight-details/02b39d683f027517
3799,UFC Fight Night: Bader vs. Nogueira,Luis Henrique,W,Christian Colombo,L,Heavyweight Bout,Submission,3,132,3,Fernando Portella,http://ufcstats.com/fight-details/9e75fbe17a35f272
3800,UFC Fight Night: Bader vs. Nogueira,Pedro Munhoz,W,Justin Scoggins,L,Bantamweight Bout,Submission,2,115,3,Vitor Ribeiro,http://ufcstats.com/fight-details/30a2c7e5b90e6d74
3801,UFC Fight Night: Bader vs. Nogueira,Francimar Barroso,NC,Darren Stewart,NC,Light Heavyweight Bout,Overturned,1,94,3,Eduardo Herdy,http://ufcstats.com/fight-details/934c967872f28b13
3802,UFC Fight Night: Mousasi vs. Hall 2,Gegard Mousasi,W,Uriah Hall,L,Middleweight Bout,KO/TKO,1,277,5,Marc Goddard,http://ufcstats.com/fight-details/b5268a0c2df32a24
3803,UFC Fight Night: Mousasi vs. Hall 2,Ross Pearson,L,Stevie Ray,W,Lightweight Bout,Decision - Split,3,300,3,Leon Roberts,http://ufcstats.com/fight-details/6b5fe10e6e7d160a
3804,UFC Fight Night: Mousasi vs. Hall 2,Timothy Johnson,L,Alexander Volkov,W,Heavyweight Bout,Decision - Split,3,300,3,Grant Waterman,http://ufcstats.com/fight-details/689116759885e4a5
3805,UFC Fight Night: Mousasi vs. Hall 2,Artem Lobov,W,Teruto Ishihara,L,Featherweight Bout,Decision - Unanimous,3,300,3,Rich Mitchell,http://ufcstats.com/fight-details/e4795ab9bdd6fb38
3806,UFC Fight Night: Mousasi vs. Hall 2,Magnus Cedenblad,L,Jack Marshman,W,Middleweight Bout,KO/TKO,2,220,3,Leon Roberts,http://ufcstats.com/fight-details/f1afa75c8d492550
3807,UFC Fight Night: Mousasi vs. Hall 2,Kyoji Horiguchi,W,Ali Bagautinov,L,Flyweight Bout,Decision - Unanimous,3,300,3,Grant Waterman,http://ufcstats.com/fight-details/ad0bac98558900af
3808,UFC Fight Night: Mousasi vs. Hall 2,Kevin Lee,W,Magomed Mustafaev,L,Lightweight Bout,Submission,2,271,3,Rich Mitchell,http://ufcstats.com/fight-details/dad034faf3d62cb9
3809,UFC Fight Night: Mousasi vs. Hall 2,Anna Elmose,L,Amanda Cooper,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Grant Waterman,http://ufcstats.com/fight-details/24411c5356903d11
3810,UFC Fight Night: Mousasi vs. Hall 2,Justin Ledet,W,Mark Godbeer,L,Heavyweight Bout,Submission,1,136,3,Marc Goddard,http://ufcstats.com/fight-details/8eaa23d64c20b0f1
3811,UFC Fight Night: Mousasi vs. Hall 2,Zak Cummings,W,Alexander Yakovlev,L,Welterweight Bout,Submission,2,242,3,Leon Roberts,http://ufcstats.com/fight-details/1b52e24d09700dd9
3812,UFC Fight Night: Mousasi vs. Hall 2,Marion Reneau,W,Milana Dudieva,L,Women's Bantamweight Bout,KO/TKO,3,183,3,Grant Waterman,http://ufcstats.com/fight-details/7fce3efc5d2add6e
3813,UFC Fight Night: Mousasi vs. Hall 2,Brett Johns,W,Kwan Ho Kwak,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Rich Mitchell,http://ufcstats.com/fight-details/a337e11f80a75b7d
3814,UFC Fight Night: Mousasi vs. Hall 2,Charlie Ward,L,Abdul Razak Alhassan,W,Welterweight Bout,KO/TKO,1,53,3,Marc Goddard,http://ufcstats.com/fight-details/bd6909a463a1de2b
3815,UFC 205: Alvarez vs McGregor,Eddie Alvarez,L,Conor McGregor,W,UFC Lightweight Title Bout,KO/TKO,2,184,5,John McCarthy,http://ufcstats.com/fight-details/1d7015553debd1c8
3816,UFC 205: Alvarez vs McGregor,Tyron Woodley,D,Stephen Thompson,D,UFC Welterweight Title Bout,Decision - Majority,5,300,5,Dan Miragliotta,http://ufcstats.com/fight-details/b80ef7cdc36ab48b
3817,UFC 205: Alvarez vs McGregor,Joanna Jedrzejczyk,W,Karolina Kowalkiewicz,L,UFC Women's Strawweight Title Bout,Decision - Unanimous,5,300,5,Keith Peterson,http://ufcstats.com/fight-details/4403857f545ede75
3818,UFC 205: Alvarez vs McGregor,Chris Weidman,L,Yoel Romero,W,Middleweight Bout,KO/TKO,3,24,3,Mario Yamasaki,http://ufcstats.com/fight-details/f37d18b5c35145bf
3819,UFC 205: Alvarez vs McGregor,Miesha Tate,L,Raquel Pennington,W,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/9ebfd601c43b89b3
3820,UFC 205: Alvarez vs McGregor,Frankie Edgar,W,Jeremy Stephens,L,Featherweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/9c4cbd0546d03f6b
3821,UFC 205: Alvarez vs McGregor,Khabib Nurmagomedov,W,Michael Johnson,L,Lightweight Bout,Submission,3,151,3,John McCarthy,http://ufcstats.com/fight-details/c26806c2d554e50c
3822,UFC 205: Alvarez vs McGregor,Rafael Natal,L,Tim Boetsch,W,Middleweight Bout,KO/TKO,1,202,3,Dan Miragliotta,http://ufcstats.com/fight-details/8172d8d996335d0a
3823,UFC 205: Alvarez vs McGregor,Vicente Luque,W,Belal Muhammad,L,Welterweight Bout,KO/TKO,1,79,3,John McCarthy,http://ufcstats.com/fight-details/14477908199435e1
3824,UFC 205: Alvarez vs McGregor,Jim Miller,W,Thiago Alves,L,Catch Weight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/ef80a6eea892c296
3825,UFC 205: Alvarez vs McGregor,Liz Carmouche,W,Katlyn Cerminara,L,Women's Bantamweight Bout,Decision - Split,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/706228ddb6076b3f
