fight_id,event_name,fighter_1,fighter_1_result,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
7503,UFC 24: First Defense,Dave Menne,W,Fabiano Iha,L,Lightweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/aca2f98ee112d137
7504,UFC 24: First Defense,Bob Cook,W,Tiki Ghosn,L,Lightweight Bout,Submission,2,89,3,John McCarthy,http://ufcstats.com/fight-details/22911cbd32370f6c
7505,UFC 24: First Defense,Jens Pulver,W,David Velasquez,L,Lightweight Bout,KO/TKO,2,161,3,John McCarthy,http://ufcstats.com/fight-details/cf85523b0d442d35
7506,UFC 24: First Defense,Scott Adams,W,Ian Freeman,L,Heavyweight Bout,Submission,1,189,2,Dan Severn,http://ufcstats.com/fight-details/81b0c08f7503e79a
7507,UFC 24: First Defense,Shonie Carter,W,Brad Gumm,L,Lightweight Bout,Decision - Unanimous,2,300,2,Dan Severn,http://ufcstats.com/fight-details/77f9b97f62f373b0
7508,UFC 23: Ultimate Japan 2,Kevin Randleman,W,Pete Williams,L,UFC Heavyweight Title Bout,Decision - Unanimous,5,300,5,John McCarthy,http://ufcstats.com/fight-details/2ab41c5519d0b1b9
7509,UFC 23: Ultimate Japan 2,Pedro Rizzo,W,Tsuyoshi Kohsaka,L,Heavyweight Bout,KO/TKO,3,77,3,John McCarthy,http://ufcstats.com/fight-details/c22545a5881459ac
7510,UFC 23: Ultimate Japan 2,Kenichi Yamamoto,W,Katsuhisa Fujii,L,Ultimate Japan 2 Heavyweight Tournament Title Bout,Submission,2,255,3,John McCarthy,http://ufcstats.com/fight-details/9c7830c91fad60d8
7511,UFC 23: Ultimate Japan 2,Joe Slick,W,Jason DeLucia,L,Middleweight Bout,KO/TKO,1,88,3,John McCarthy,http://ufcstats.com/fight-details/2cd6330ef18210b9
7512,UFC 23: Ultimate Japan 2,Eugene Jackson,W,Keiichiro Yamamiya,L,Middleweight Bout,KO/TKO,3,192,3,John McCarthy,http://ufcstats.com/fight-details/36c929fb1569d4b9
7513,UFC 23: Ultimate Japan 2,Kenichi Yamamoto,W,Daiju Takase,L,Open Weight Bout,Decision - Unanimous,3,300,3,Mario Yamasaki,http://ufcstats.com/fight-details/a4e592c874e8233f
7514,UFC 23: Ultimate Japan 2,Katsuhisa Fujii,W,Masutatsu Yano,L,Open Weight Bout,KO/TKO,2,192,3,Mario Yamasaki,http://ufcstats.com/fight-details/ee1950e871aa5cc2
7515,UFC 22: Only One Can be Champion,Frank Shamrock,W,Tito Ortiz,L,UFC Light Heavyweight Title Bout,KO/TKO,4,282,5,John McCarthy,http://ufcstats.com/fight-details/b1134affa18449dd
7516,UFC 22: Only One Can be Champion,Tim Lajcik,D,Ron Waterman,D,Heavyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/96c247ba0eb1ac65
7517,UFC 22: Only One Can be Champion,Jeremy Horn,W,Jason Godsey,L,Heavyweight Bout,Submission,1,128,3,John McCarthy,http://ufcstats.com/fight-details/eebf672428b168b7
7518,UFC 22: Only One Can be Champion,Brad Kohler,W,Steve Judson,L,Heavyweight Bout,KO/TKO,1,30,3,John McCarthy,http://ufcstats.com/fight-details/c57acf13de48330a
7519,UFC 22: Only One Can be Champion,Chuck Liddell,W,Paul Jones,L,Middleweight Bout,TKO - Doctor's Stoppage,1,233,3,John McCarthy,http://ufcstats.com/fight-details/c6ead49500c047e5
7520,UFC 22: Only One Can be Champion,Matt Hughes,W,Valeri Ignatov,L,Lightweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/d9e86958bcb15c26
7521,UFC 22: Only One Can be Champion,John Lewis,W,Lowell Anderson,L,Middleweight Bout,KO/TKO,3,13,3,John McCarthy,http://ufcstats.com/fight-details/968cd768ac41e6ee
7522,UFC 22: Only One Can be Champion,Jens Pulver,D,Alfonso Alcarez,D,Lightweight Bout,Decision - Majority,2,300,2,,http://ufcstats.com/fight-details/a1c1e3c1e9c6cf1e
7523,UFC 21: Return of the Champions,Maurice Smith,W,Marco Ruas,L,Heavyweight Bout,KO/TKO,1,300,3,John McCarthy,http://ufcstats.com/fight-details/62ac5bff3c181f50
7524,UFC 21: Return of the Champions,Pat Miletich,W,Andre Pederneiras,L,UFC Welterweight Title Bout,TKO - Doctor's Stoppage,2,94,5,John McCarthy,http://ufcstats.com/fight-details/df8d4014d8206ab1
7525,UFC 21: Return of the Champions,Jeremy Horn,W,Daiju Takase,L,Middleweight Bout,KO/TKO,1,281,3,Mario Yamasaki,http://ufcstats.com/fight-details/38e3986b7cfff608
7526,UFC 21: Return of the Champions,Paul Jones,W,Flavio Luiz Moura,L,Middleweight Bout,Submission,1,260,3,Mario Yamasaki,http://ufcstats.com/fight-details/82cf32aea3d7edf3
7527,UFC 21: Return of the Champions,Tsuyoshi Kohsaka,W,Tim Lajcik,L,Heavyweight Bout,KO/TKO,2,300,3,John McCarthy,http://ufcstats.com/fight-details/3e4199f9a69bac88
7528,UFC 21: Return of the Champions,Eugene Jackson,W,Royce Alger,L,Middleweight Bout,KO/TKO,2,79,3,John McCarthy,http://ufcstats.com/fight-details/693e4a0bed9a1369
7529,UFC 21: Return of the Champions,Andre Roberts,W,Ron Waterman,L,Heavyweight Bout,KO/TKO,1,171,2,John McCarthy,http://ufcstats.com/fight-details/c6f8541973f69080
7530,UFC 21: Return of the Champions,Travis Fulton,W,David Dodd,L,Heavyweight Bout,Decision - Unanimous,2,300,2,John McCarthy,http://ufcstats.com/fight-details/1db8bed8b4d30fb3
7531,UFC 20: Battle for the Gold,Bas Rutten,W,Kevin Randleman,L,UFC Heavyweight Title Bout,Decision - Split,3,180,1,John McCarthy,http://ufcstats.com/fight-details/73c07530f667289f
7532,UFC 20: Battle for the Gold,Pedro Rizzo,W,Tra Telligman,L,Heavyweight Bout,KO/TKO,1,270,1,John McCarthy,http://ufcstats.com/fight-details/99b5010fd25911af
7533,UFC 20: Battle for the Gold,Pete Williams,W,Travis Fulton,L,Heavyweight Bout,Submission,1,388,1,John McCarthy,http://ufcstats.com/fight-details/a3fe8217502c42a4
7534,UFC 20: Battle for the Gold,Wanderlei Silva,W,Tony Petarra,L,Middleweight Bout,KO/TKO,1,173,1,Mario Yamasaki,http://ufcstats.com/fight-details/c892b23ad8f2208b
7535,UFC 20: Battle for the Gold,Marcelo Mello,W,David Roberts,L,Lightweight Bout,KO/TKO,1,83,1,John McCarthy,http://ufcstats.com/fight-details/6bb2a427004deecc
7536,UFC 20: Battle for the Gold,Laverne Clark,W,Fabiano Iha,L,Lightweight Bout,TKO - Doctor's Stoppage,1,81,1,Mario Yamasaki,http://ufcstats.com/fight-details/3a271d9d9210a818
7537,UFC 20: Battle for the Gold,Ron Waterman,W,Chris Condo,L,Heavyweight Bout,KO/TKO,1,28,1,John McCarthy,http://ufcstats.com/fight-details/79f9086932f21016
7538,UFC 19: Ultimate Young Guns,Tito Ortiz,W,Guy Mezger,L,Middleweight Bout,KO/TKO,1,596,1,John McCarthy,http://ufcstats.com/fight-details/c03d0d781df4ad2a
7539,UFC 19: Ultimate Young Guns,Gary Goodridge,W,Andre Roberts,L,Heavyweight Bout,KO/TKO,1,43,1,John McCarthy,http://ufcstats.com/fight-details/28f31c3fd7afe737
7540,UFC 19: Ultimate Young Guns,Jeremy Horn,W,Chuck Liddell,L,Middleweight Bout,Submission,1,120,1,John McCarthy,http://ufcstats.com/fight-details/b26c2f616c9436fb
7541,UFC 19: Ultimate Young Guns,Kevin Randleman,W,Maurice Smith,L,Heavyweight Bout,Decision - Unanimous,2,180,1,John McCarthy,http://ufcstats.com/fight-details/997753de17f81e3a
7542,UFC 19: Ultimate Young Guns,Evan Tanner,W,Valeri Ignatov,L,Middleweight Bout,KO/TKO,1,178,1,John McCarthy,http://ufcstats.com/fight-details/25215e8c06d7d63f
7543,UFC 19: Ultimate Young Guns,Pete Williams,W,Jason Godsey,L,Heavyweight Bout,Submission,1,116,1,Tony Mullinax,http://ufcstats.com/fight-details/9a38c18f00bb8b8e
7544,UFC 19: Ultimate Young Guns,Sione Latu,W,Joey Roberts,L,Heavyweight Bout,TKO - Doctor's Stoppage,1,1,1,Tony Mullinax,http://ufcstats.com/fight-details/03afd7b6a217aaac
7545,UFC 18: The Road to the Heavyweight Title,Bas Rutten,W,Tsuyoshi Kohsaka,L,Heavyweight Bout,KO/TKO,2,135,1,John McCarthy,http://ufcstats.com/fight-details/3fc4d9f17be8d003
7546,UFC 18: The Road to the Heavyweight Title,Pat Miletich,W,Jorge Patino,L,UFC Welterweight Title Bout,Decision - Unanimous,3,180,1,John McCarthy,http://ufcstats.com/fight-details/453118d7f05be814
7547,UFC 18: The Road to the Heavyweight Title,Pedro Rizzo,W,Mark Coleman,L,Heavyweight Bout,Decision - Split,2,180,1,John McCarthy,http://ufcstats.com/fight-details/86090172facd6cf7
7548,UFC 18: The Road to the Heavyweight Title,Tito Ortiz,W,Jerry Bohlander,L,Middleweight Bout,TKO - Doctor's Stoppage,2,151,1,John McCarthy,http://ufcstats.com/fight-details/6c15d41df17349c9
7549,UFC 18: The Road to the Heavyweight Title,Mikey Burnett,W,Townsend Saunders,L,Lightweight Bout,Decision - Unanimous,2,180,1,Tony Mullinax,http://ufcstats.com/fight-details/48fccedc8889a473
7550,UFC 18: The Road to the Heavyweight Title,Evan Tanner,W,Darrel Gholar,L,Middleweight Bout,Submission,1,477,1,John McCarthy,http://ufcstats.com/fight-details/fb8e8d1a734b6fe8
7551,UFC 18: The Road to the Heavyweight Title,Laverne Clark,W,Frank Caracci,L,Lightweight Bout,KO/TKO,1,412,1,Tony Mullinax,http://ufcstats.com/fight-details/0cf7636471fc5e45
7552,UFC - Ultimate Brazil,Frank Shamrock,W,John Lober,L,UFC Light Heavyweight Title Bout,Submission,1,460,1,John McCarthy,http://ufcstats.com/fight-details/c8a04210d832a928
7553,UFC - Ultimate Brazil,Vitor Belfort,W,Wanderlei Silva,L,Middleweight Bout,KO/TKO,1,44,1,John McCarthy,http://ufcstats.com/fight-details/3261bd16c10e3014
7554,UFC - Ultimate Brazil,Pedro Rizzo,W,David Abbott,L,Heavyweight Bout,KO/TKO,1,487,1,John McCarthy,http://ufcstats.com/fight-details/f85bbc760000f001
7555,UFC - Ultimate Brazil,Pat Miletich,W,Mikey Burnett,L,UFC Welterweight Title Bout,Decision - Split,3,180,1,John McCarthy,http://ufcstats.com/fight-details/07423d10cc23bfeb
7556,UFC - Ultimate Brazil,Tsuyoshi Kohsaka,W,Pete Williams,L,Heavyweight Bout,Decision - Unanimous,2,180,1,John McCarthy,http://ufcstats.com/fight-details/dbdad3eb157703bc
7557,UFC - Ultimate Brazil,Ebenezer Fontes Braga,W,Jeremy Horn,L,Middleweight Bout,Submission,1,207,1,John McCarthy,http://ufcstats.com/fight-details/b6de61e312dbb1db
7558,UFC - Ultimate Brazil,Tulio Palhares,W,Adriano Santos,L,Middleweight Bout,KO/TKO,1,540,1,John McCarthy,http://ufcstats.com/fight-details/35b871e0bdc1415b
7559,UFC - Ultimate Brazil,Cesar Marscucci,W,Paulo Santos,L,Lightweight Bout,KO/TKO,1,27,1,John McCarthy,http://ufcstats.com/fight-details/635fbf57001897c7
7560,UFC 17: Redemption,Frank Shamrock,W,Jeremy Horn,L,UFC Light Heavyweight Title Bout,Submission,2,88,1,John McCarthy,http://ufcstats.com/fight-details/1d3c1dedfba6eddc
7561,UFC 17: Redemption,Pete Williams,W,Mark Coleman,L,Heavyweight Bout,KO/TKO,2,38,1,John McCarthy,http://ufcstats.com/fight-details/a4d8e991ec42b048
7562,UFC 17: Redemption,Dan Henderson,W,Carlos Newton,L,UFC 17 Middleweight Tournament Title Bout,Decision - Split,2,180,1,John McCarthy,http://ufcstats.com/fight-details/17526cb9fb6072ef
7563,UFC 17: Redemption,David Abbott,W,Hugo Duarte,L,Heavyweight Bout,KO/TKO,1,43,1,John McCarthy,http://ufcstats.com/fight-details/1e14e79a477f2357
7564,UFC 17: Redemption,Mike van Arsdale,W,Joe Pardo,L,Heavyweight Bout,Submission,1,61,1,John McCarthy,http://ufcstats.com/fight-details/74dcccd3d2f487a1
7565,UFC 17: Redemption,Carlos Newton,W,Bob Gilstrap,L,Middleweight Bout,Submission,1,52,1,Joe Hamilton,http://ufcstats.com/fight-details/8d83354075a937f2
7566,UFC 17: Redemption,Dan Henderson,W,Allan Goes,L,Middleweight Bout,Decision - Unanimous,2,180,1,Joe Hamilton,http://ufcstats.com/fight-details/21aa163b80e504f9
7567,UFC 17: Redemption,Andre Roberts,W,Harry Moskowitz,L,Heavyweight Bout,Decision - Unanimous,2,180,1,John McCarthy,http://ufcstats.com/fight-details/8b258bbb37f74a66
7568,UFC 17: Redemption,Chuck Liddell,W,Noe Hernandez,L,Middleweight Bout,Decision - Unanimous,1,120,1,Joe Hamilton,http://ufcstats.com/fight-details/ea535b46e0f69ad3
7569,UFC 16: Battle in the Bayou,Frank Shamrock,W,Igor Zinoviev,L,UFC Light Heavyweight Title Bout,KO/TKO,1,22,1,John McCarthy,http://ufcstats.com/fight-details/f32f823658478705
