round_id,event_name,round,fighter_name,kd,ts_landed,ts_attempted,td_landed,td_attempted,sub_attempted,rev,control,ss_landed,ss_attempted,head_ss_attempted,head_ss_landed,body_ss_attempted,body_ss_landed,leg_ss_attempted,leg_ss_landed,distance_ss_attempted,distance_ss_landed,clinch_ss_attempted,clinch_ss_landed,ground_ss_attempted,ground_ss_landed
24640,UFC Fight Night: Bisping vs Kennedy,2,Kyle Noke,0,21,41,0,0,0,0,4,19,39,10,23,4,11,5,5,10,24,3,8,6,7
24641,UFC Fight Night: Bisping vs Kennedy,3,Patrick Cote,0,36,45,1,4,0,0,137,7,15,2,8,1,2,4,5,1,9,4,4,2,2
24642,UFC Fight Night: Bisping vs Kennedy,3,Kyle Noke,0,19,28,0,0,0,0,0,13,22,3,9,3,4,7,9,12,21,1,1,0,0
24643,UFC Fight Night: Bisping vs Kennedy,1,Sheldon Westcott,0,15,24,1,3,0,0,177,10,18,8,13,2,5,0,0,5,10,5,8,0,0
24644,UFC Fight Night: Bisping vs Kennedy,1,Elias Theodorou,0,40,53,0,0,0,0,40,32,44,20,30,6,8,6,6,14,24,4,5,14,15
24645,UFC Fight Night: Bisping vs Kennedy,2,Sheldon Westcott,0,3,13,1,1,0,0,24,3,13,1,10,1,2,1,1,2,12,1,1,0,0
24646,UFC Fight Night: Bisping vs Kennedy,2,Elias Theodorou,0,58,79,3,3,0,0,204,41,59,37,52,4,7,0,0,7,14,7,8,27,37
24647,UFC Fight Night: Bisping vs Kennedy,1,Chad Laprise,0,22,57,0,0,0,0,0,21,56,8,40,4,6,9,10,19,52,2,4,0,0
24648,UFC Fight Night: Bisping vs Kennedy,1,Olivier Aubin-Mercier,0,13,39,0,2,0,0,0,13,39,9,35,4,4,0,0,10,36,3,3,0,0
24649,UFC Fight Night: Bisping vs Kennedy,2,Chad Laprise,0,21,54,0,0,0,0,6,21,54,6,38,7,8,8,8,21,51,0,3,0,0
24650,UFC Fight Night: Bisping vs Kennedy,2,Olivier Aubin-Mercier,0,17,35,1,4,0,0,33,16,34,12,30,4,4,0,0,15,32,1,2,0,0
24651,UFC Fight Night: Bisping vs Kennedy,3,Chad Laprise,0,29,64,0,0,0,0,8,29,64,16,49,7,9,6,6,24,58,4,5,1,1
24652,UFC Fight Night: Bisping vs Kennedy,3,Olivier Aubin-Mercier,0,16,43,1,3,0,0,32,16,43,9,31,5,10,2,2,16,43,0,0,0,0
24653,UFC Fight Night: Bisping vs Kennedy,1,Dustin Poirier,0,32,72,0,1,1,0,42,31,71,28,65,3,4,0,2,24,63,7,8,0,0
24654,UFC Fight Night: Bisping vs Kennedy,1,Akira Corassani,0,21,60,0,1,0,0,12,21,60,17,52,4,8,0,0,18,55,3,5,0,0
24655,UFC Fight Night: Bisping vs Kennedy,2,Dustin Poirier,1,14,18,0,0,0,0,2,14,18,9,13,5,5,0,0,7,10,5,6,2,2
24656,UFC Fight Night: Bisping vs Kennedy,2,Akira Corassani,0,3,6,0,0,0,0,0,3,6,2,5,1,1,0,0,3,6,0,0,0,0
24657,UFC Fight Night: Bisping vs Kennedy,1,Sam Stout,0,5,8,0,0,0,0,0,5,8,1,3,0,1,4,4,5,8,0,0,0,0
24658,UFC Fight Night: Bisping vs Kennedy,1,KJ Noons,1,7,11,0,0,0,0,3,7,11,3,4,0,0,4,7,5,8,0,0,2,3
24659,UFC Fight Night: Bisping vs Kennedy,1,Sarah Kaufman,0,81,147,0,0,0,0,19,71,136,30,92,19,22,22,22,40,101,31,35,0,0
24660,UFC Fight Night: Bisping vs Kennedy,1,Leslie Smith,0,43,103,0,2,0,0,64,31,90,20,78,2,3,9,9,23,79,8,11,0,0
24661,UFC Fight Night: Bisping vs Kennedy,2,Sarah Kaufman,0,79,143,0,0,0,0,28,71,134,42,96,18,26,11,12,37,88,34,46,0,0
24662,UFC Fight Night: Bisping vs Kennedy,2,Leslie Smith,0,32,103,0,1,0,0,47,29,100,20,85,6,12,3,3,18,78,11,22,0,0
24663,UFC Fight Night: Bisping vs Kennedy,3,Sarah Kaufman,0,72,113,1,1,0,0,112,60,100,34,71,11,13,15,16,35,70,19,24,6,6
24664,UFC Fight Night: Bisping vs Kennedy,3,Leslie Smith,0,25,59,0,2,0,0,17,19,53,10,43,1,2,8,8,12,45,7,8,0,0
24665,UFC Fight Night: Bisping vs Kennedy,1,Ryan Jimmo,1,29,44,1,1,0,0,37,20,32,12,22,8,10,0,0,7,16,10,13,3,3
24666,UFC Fight Night: Bisping vs Kennedy,1,Sean O'Connell,0,41,56,0,1,0,0,163,15,25,6,13,9,11,0,1,5,14,10,11,0,0
24667,UFC Fight Night: Bisping vs Kennedy,1,George Roop,0,24,40,1,1,0,0,177,14,29,9,23,5,6,0,0,6,17,1,2,7,10
24668,UFC Fight Night: Bisping vs Kennedy,1,Dustin Kimura,0,3,10,2,4,0,0,33,2,9,1,8,1,1,0,0,1,8,0,0,1,1
24669,UFC Fight Night: Bisping vs Kennedy,2,George Roop,0,14,42,0,0,0,0,25,11,39,9,34,1,3,1,2,6,28,2,8,3,3
24670,UFC Fight Night: Bisping vs Kennedy,2,Dustin Kimura,0,9,25,1,2,0,0,111,4,20,1,15,3,5,0,0,1,14,3,4,0,2
24671,UFC Fight Night: Bisping vs Kennedy,3,George Roop,0,36,53,1,1,0,0,283,28,41,25,38,3,3,0,0,3,6,0,0,25,35
24672,UFC Fight Night: Bisping vs Kennedy,3,Dustin Kimura,0,7,10,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,1,1,1
24673,UFC Fight Night: Bisping vs Kennedy,1,Mark Bocek,0,44,80,0,4,0,0,151,30,66,21,52,6,10,3,4,11,39,19,27,0,0
24674,UFC Fight Night: Bisping vs Kennedy,1,Mike de la Torre,0,64,107,1,1,0,0,35,23,63,16,55,6,7,1,1,10,49,12,13,1,1
24675,UFC Fight Night: Bisping vs Kennedy,2,Mark Bocek,0,28,62,2,4,0,0,95,20,54,14,47,5,5,1,2,12,46,8,8,0,0
24676,UFC Fight Night: Bisping vs Kennedy,2,Mike de la Torre,0,39,89,0,1,0,0,16,15,63,12,58,3,5,0,0,12,60,3,3,0,0
24677,UFC Fight Night: Bisping vs Kennedy,3,Mark Bocek,0,36,67,1,5,0,0,128,20,51,10,37,6,10,4,4,8,36,12,15,0,0
24678,UFC Fight Night: Bisping vs Kennedy,3,Mike de la Torre,0,41,74,0,0,0,0,17,19,51,15,46,4,5,0,0,16,48,3,3,0,0
24679,UFC Fight Night: Bisping vs Kennedy,1,Nordine Taleb,0,29,43,1,1,0,0,155,11,24,5,14,4,6,2,4,6,17,3,3,2,4
24680,UFC Fight Night: Bisping vs Kennedy,1,Vik Grujic,0,6,22,0,0,0,0,2,3,19,2,17,1,2,0,0,1,17,2,2,0,0
24681,UFC Fight Night: Bisping vs Kennedy,2,Nordine Taleb,0,55,59,2,2,0,0,275,22,26,9,13,13,13,0,0,0,0,6,6,16,20
24682,UFC Fight Night: Bisping vs Kennedy,2,Vik Grujic,0,25,27,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0
24683,UFC Fight Night: Bisping vs Kennedy,3,Nordine Taleb,0,47,59,1,1,0,0,210,15,25,10,16,5,7,0,2,3,9,0,0,12,16
24684,UFC Fight Night: Bisping vs Kennedy,3,Vik Grujic,0,13,23,0,1,0,0,0,1,11,1,9,0,2,0,0,1,10,0,1,0,0
24685,UFC Fight Night: Bisping vs Kennedy,1,Richard Walsh,0,20,39,3,7,0,0,222,10,26,4,18,4,5,2,3,1,12,5,9,4,5
24686,UFC Fight Night: Bisping vs Kennedy,1,Chris Indich,0,7,19,0,0,2,0,11,4,16,1,10,0,1,3,5,3,12,1,4,0,0
24687,UFC Fight Night: Bisping vs Kennedy,2,Richard Walsh,0,71,96,1,1,0,0,170,39,59,31,49,6,8,2,2,12,29,21,24,6,6
24688,UFC Fight Night: Bisping vs Kennedy,2,Chris Indich,0,15,33,0,0,0,0,42,6,23,2,16,1,2,3,5,4,18,2,5,0,0
24689,UFC Fight Night: Bisping vs Kennedy,3,Richard Walsh,0,62,77,1,1,0,0,231,22,37,15,26,5,7,2,4,3,11,13,20,6,6
24690,UFC Fight Night: Bisping vs Kennedy,3,Chris Indich,0,5,13,0,1,0,0,25,2,10,0,6,0,2,2,2,2,9,0,1,0,0
24691,UFC Fight Night: Bisping vs Kennedy,1,Mitch Gagnon,0,16,41,0,0,2,0,0,16,41,5,28,6,7,5,6,16,41,0,0,0,0
24692,UFC Fight Night: Bisping vs Kennedy,1,Tim Gorman,0,17,44,0,2,0,0,137,6,33,5,31,0,0,1,2,6,33,0,0,0,0
24693,UFC Fight Night: Bisping vs Kennedy,2,Mitch Gagnon,0,44,52,0,0,3,0,49,11,19,4,11,6,6,1,2,2,8,5,7,4,4
24694,UFC Fight Night: Bisping vs Kennedy,2,Tim Gorman,0,18,28,0,6,0,0,192,5,14,4,13,1,1,0,0,0,3,5,8,0,3
24695,UFC Fight Night: Bisping vs Kennedy,3,Mitch Gagnon,0,33,51,2,3,0,0,139,20,38,13,31,7,7,0,0,9,23,6,7,5,8
24696,UFC Fight Night: Bisping vs Kennedy,3,Tim Gorman,0,15,34,0,2,0,0,80,4,22,3,20,0,0,1,2,2,17,2,5,0,0
24697,UFC Fight Night: Minotauro vs Nelson,1,Antonio Rodrigo Nogueira,0,12,37,0,0,0,0,0,12,37,12,36,0,1,0,0,12,37,0,0,0,0
24698,UFC Fight Night: Minotauro vs Nelson,1,Roy Nelson,2,20,36,0,0,0,0,10,19,35,18,33,1,2,0,0,18,34,0,0,1,1
24699,UFC Fight Night: Minotauro vs Nelson,1,Clay Guida,1,20,25,1,1,0,0,197,15,20,4,9,1,1,10,10,2,6,7,7,6,7
24700,UFC Fight Night: Minotauro vs Nelson,1,Tatsuya Kawajiri,0,6,14,1,2,0,0,66,4,12,3,11,0,0,1,1,3,10,1,2,0,0
24701,UFC Fight Night: Minotauro vs Nelson,2,Clay Guida,0,23,30,1,7,0,0,240,14,21,4,11,0,0,10,10,4,11,10,10,0,0
24702,UFC Fight Night: Minotauro vs Nelson,2,Tatsuya Kawajiri,0,26,31,0,2,0,0,4,11,16,11,15,0,1,0,0,5,10,6,6,0,0
24703,UFC Fight Night: Minotauro vs Nelson,3,Clay Guida,0,49,58,1,2,0,0,101,18,27,10,19,6,6,2,2,6,15,0,0,12,12
24704,UFC Fight Night: Minotauro vs Nelson,3,Tatsuya Kawajiri,0,4,23,0,1,1,0,96,4,23,4,22,0,1,0,0,4,23,0,0,0,0
24705,UFC Fight Night: Minotauro vs Nelson,1,John Howard,0,26,33,0,1,0,0,23,15,22,6,13,7,7,2,2,13,17,1,4,1,1
24706,UFC Fight Night: Minotauro vs Nelson,1,Ryan LaFlare,0,32,47,1,2,0,0,161,27,42,9,23,17,18,1,1,12,24,10,13,5,5
24707,UFC Fight Night: Minotauro vs Nelson,2,John Howard,1,37,45,1,1,0,0,84,14,21,7,13,3,4,4,4,6,11,8,10,0,0
24708,UFC Fight Night: Minotauro vs Nelson,2,Ryan LaFlare,0,33,45,1,3,0,1,116,20,29,7,15,11,12,2,2,9,18,10,10,1,1
24709,UFC Fight Night: Minotauro vs Nelson,3,John Howard,0,10,14,0,0,0,0,0,6,10,4,8,0,0,2,2,6,10,0,0,0,0
24710,UFC Fight Night: Minotauro vs Nelson,3,Ryan LaFlare,0,32,43,2,2,0,0,232,17,26,11,18,4,6,2,2,7,14,0,1,10,11
24711,UFC Fight Night: Minotauro vs Nelson,1,Ramsey Nijem,2,92,121,1,1,1,0,98,34,51,25,39,3,6,6,6,15,28,0,1,19,22
24712,UFC Fight Night: Minotauro vs Nelson,1,Beneil Dariush,0,14,25,0,1,0,0,30,9,20,6,14,3,6,0,0,6,14,3,6,0,0
24713,UFC Fight Night: Minotauro vs Nelson,1,Jared Rosholt,0,61,74,1,1,0,0,251,6,16,5,15,1,1,0,0,2,6,0,0,4,10
24714,UFC Fight Night: Minotauro vs Nelson,1,Daniel Omielanczuk,0,5,9,0,0,0,0,0,1,3,0,2,0,0,1,1,1,3,0,0,0,0
24715,UFC Fight Night: Minotauro vs Nelson,2,Jared Rosholt,0,30,40,1,3,0,0,245,11,18,3,10,7,7,1,1,1,7,0,1,10,10
24716,UFC Fight Night: Minotauro vs Nelson,2,Daniel Omielanczuk,0,18,22,0,0,0,0,5,7,10,4,7,3,3,0,0,5,7,1,1,1,2
24717,UFC Fight Night: Minotauro vs Nelson,3,Jared Rosholt,0,33,37,1,1,0,0,291,17,17,9,9,8,8,0,0,1,1,0,0,16,16
24718,UFC Fight Night: Minotauro vs Nelson,3,Daniel Omielanczuk,0,18,19,0,0,0,0,0,2,2,1,1,1,1,0,0,1,1,0,0,1,1
24719,UFC Fight Night: Minotauro vs Nelson,1,Thales Leites,1,9,12,0,0,0,0,4,5,8,5,8,0,0,0,0,3,6,0,0,2,2
24720,UFC Fight Night: Minotauro vs Nelson,1,Trevor Smith,0,3,10,0,0,0,0,0,3,10,1,6,1,2,1,2,3,10,0,0,0,0
24721,UFC Fight Night: Minotauro vs Nelson,1,Alan Omer,0,21,44,0,0,0,0,49,21,44,11,31,3,5,7,8,16,38,5,6,0,0
24722,UFC Fight Night: Minotauro vs Nelson,1,Jim Alers,0,20,56,0,1,0,0,38,17,53,5,37,3,5,9,11,10,40,7,13,0,0
24723,UFC Fight Night: Minotauro vs Nelson,2,Alan Omer,0,27,41,0,0,0,0,75,22,36,17,31,2,2,3,3,5,12,7,8,10,16
24724,UFC Fight Night: Minotauro vs Nelson,2,Jim Alers,1,37,58,0,2,0,0,154,9,24,9,22,0,2,0,0,3,12,0,3,6,9
24725,UFC Fight Night: Minotauro vs Nelson,3,Alan Omer,0,21,27,1,3,0,0,57,15,21,5,8,5,8,5,5,5,8,10,13,0,0
24726,UFC Fight Night: Minotauro vs Nelson,3,Jim Alers,0,40,49,2,2,0,0,194,10,16,6,11,2,2,2,3,1,5,5,6,4,5
24727,UFC Fight Night: Minotauro vs Nelson,1,Rani Yahya,0,3,8,0,1,0,0,0,3,8,0,4,1,1,2,3,3,8,0,0,0,0
24728,UFC Fight Night: Minotauro vs Nelson,1,Johnny Bedford,0,4,6,0,0,0,0,1,4,6,4,6,0,0,0,0,2,4,0,0,2,2
24729,UFC Fight Night: Shogun vs Henderson 2,1,Mauricio Rua,1,35,63,1,1,0,0,39,30,58,17,41,3,5,10,12,14,36,4,5,12,17
24730,UFC Fight Night: Shogun vs Henderson 2,1,Dan Henderson,0,10,35,0,0,0,0,0,10,35,6,30,0,1,4,4,9,29,1,6,0,0
24731,UFC Fight Night: Shogun vs Henderson 2,2,Mauricio Rua,1,38,51,0,1,0,0,166,12,24,9,20,1,2,2,2,11,21,0,0,1,3
24732,UFC Fight Night: Shogun vs Henderson 2,2,Dan Henderson,0,11,19,0,1,0,0,0,5,12,2,8,3,3,0,1,2,9,3,3,0,0
24733,UFC Fight Night: Shogun vs Henderson 2,3,Mauricio Rua,0,6,14,0,0,0,0,0,6,14,5,13,0,0,1,1,6,14,0,0,0,0
24734,UFC Fight Night: Shogun vs Henderson 2,3,Dan Henderson,1,11,16,0,1,0,0,8,8,13,8,13,0,0,0,0,3,8,1,1,4,4
24735,UFC Fight Night: Shogun vs Henderson 2,1,Cezar Ferreira,0,3,8,0,0,0,0,0,3,8,3,8,0,0,0,0,3,8,0,0,0,0
24736,UFC Fight Night: Shogun vs Henderson 2,1,CB Dollaway,1,13,17,0,0,0,0,8,12,16,12,16,0,0,0,0,5,7,0,0,7,9
24737,UFC Fight Night: Shogun vs Henderson 2,1,Leonardo Santos,0,17,33,0,2,0,0,0,11,27,3,16,4,7,4,4,11,25,0,2,0,0
24738,UFC Fight Night: Shogun vs Henderson 2,1,Norman Parke,0,20,51,0,2,0,0,97,13,44,7,31,3,5,3,8,11,41,2,3,0,0
24739,UFC Fight Night: Shogun vs Henderson 2,2,Leonardo Santos,0,22,41,0,1,0,0,0,7,25,5,22,2,2,0,1,6,23,1,2,0,0
24740,UFC Fight Night: Shogun vs Henderson 2,2,Norman Parke,0,32,65,0,4,0,0,183,13,42,9,33,2,4,2,5,6,32,7,10,0,0
24741,UFC Fight Night: Shogun vs Henderson 2,3,Leonardo Santos,0,11,24,0,2,0,0,6,8,21,6,18,1,2,1,1,7,19,1,2,0,0
24742,UFC Fight Night: Shogun vs Henderson 2,3,Norman Parke,0,40,72,0,2,0,0,231,11,38,5,30,3,3,3,5,3,24,8,14,0,0
24743,UFC Fight Night: Shogun vs Henderson 2,1,Fabio Maldonado,0,8,12,0,0,0,0,0,1,3,1,2,0,1,0,0,1,3,0,0,0,0
24744,UFC Fight Night: Shogun vs Henderson 2,1,Gian Villante,0,28,36,2,2,0,0,285,15,20,2,7,0,0,13,13,1,2,4,4,10,14
24745,UFC Fight Night: Shogun vs Henderson 2,2,Fabio Maldonado,0,64,107,0,0,0,0,11,59,102,41,77,18,25,0,0,54,95,4,5,1,2
24746,UFC Fight Night: Shogun vs Henderson 2,2,Gian Villante,0,14,44,1,3,0,0,49,14,44,9,37,1,3,4,4,9,34,3,8,2,2
24747,UFC Fight Night: Shogun vs Henderson 2,3,Fabio Maldonado,0,78,118,0,0,0,0,10,72,112,58,89,13,22,1,1,70,109,2,3,0,0
24748,UFC Fight Night: Shogun vs Henderson 2,3,Gian Villante,0,4,28,0,7,0,0,12,4,28,2,24,0,2,2,2,4,28,0,0,0,0
24749,UFC Fight Night: Shogun vs Henderson 2,1,Michel Prazeres,0,32,44,2,4,0,0,204,11,15,7,11,2,2,2,2,3,6,3,3,5,6
24750,UFC Fight Night: Shogun vs Henderson 2,1,Mairbek Taisumov,0,14,19,0,0,0,0,5,1,5,0,4,0,0,1,1,1,3,0,0,0,2
24751,UFC Fight Night: Shogun vs Henderson 2,2,Michel Prazeres,1,17,31,0,1,0,0,9,15,29,12,26,2,2,1,1,13,27,1,1,1,1
24752,UFC Fight Night: Shogun vs Henderson 2,2,Mairbek Taisumov,0,10,38,0,0,0,0,57,9,37,6,34,2,2,1,1,9,33,0,1,0,3
24753,UFC Fight Night: Shogun vs Henderson 2,3,Michel Prazeres,0,17,31,1,6,0,0,87,9,23,7,21,0,0,2,2,8,20,1,3,0,0
24754,UFC Fight Night: Shogun vs Henderson 2,3,Mairbek Taisumov,0,16,49,0,0,0,0,18,16,49,10,41,4,6,2,2,13,45,3,4,0,0
24755,UFC Fight Night: Shogun vs Henderson 2,1,Rony Jason,1,3,8,0,0,0,0,1,3,8,3,8,0,0,0,0,3,8,0,0,0,0
24756,UFC Fight Night: Shogun vs Henderson 2,1,Steven Siler,0,11,22,0,0,0,0,0,11,22,5,12,2,4,4,6,10,21,0,0,1,1
24757,UFC Fight Night: Shogun vs Henderson 2,1,Ronny Markes,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
24758,UFC Fight Night: Shogun vs Henderson 2,1,Thiago Santos,1,8,17,0,0,0,0,14,7,16,6,14,1,1,0,1,1,5,0,0,6,11
24759,UFC Fight Night: Shogun vs Henderson 2,1,Jussier Formiga,0,13,27,1,4,1,0,45,9,23,7,20,2,3,0,0,6,19,2,2,1,2
24760,UFC Fight Night: Shogun vs Henderson 2,1,Scott Jorgensen,0,9,27,0,0,0,0,0,6,24,5,23,0,0,1,1,6,23,0,1,0,0
24761,UFC Fight Night: Shogun vs Henderson 2,1,Thiago Perpetuo,0,1,2,1,1,0,0,30,0,1,0,1,0,0,0,0,0,1,0,0,0,0
24762,UFC Fight Night: Shogun vs Henderson 2,1,Kenny Robertson,0,17,22,1,1,1,0,63,9,14,8,13,0,0,1,1,3,4,0,0,6,10
24763,UFC Fight Night: Shogun vs Henderson 2,1,Francimar Barroso,0,19,28,1,2,0,0,40,9,17,0,7,5,6,4,4,3,9,3,4,3,4
24764,UFC Fight Night: Shogun vs Henderson 2,1,Hans Stringer,0,52,62,1,2,0,0,206,20,27,15,21,3,4,2,2,5,8,7,7,8,12
24765,UFC Fight Night: Shogun vs Henderson 2,2,Francimar Barroso,0,30,44,1,2,0,0,102,18,29,7,16,6,8,5,5,11,19,5,7,2,3
24766,UFC Fight Night: Shogun vs Henderson 2,2,Hans Stringer,0,18,34,0,4,0,0,71,9,25,2,16,2,3,5,6,4,19,5,6,0,0
24767,UFC Fight Night: Shogun vs Henderson 2,3,Francimar Barroso,0,27,42,1,4,0,0,39,9,21,4,12,2,4,3,5,7,16,1,2,1,3
24768,UFC Fight Night: Shogun vs Henderson 2,3,Hans Stringer,0,28,39,0,2,0,0,75,15,25,4,14,0,0,11,11,11,21,4,4,0,0
24769,UFC Fight Night: Shogun vs Henderson 2,1,Godofredo Pepey,1,5,23,0,0,0,0,18,5,23,4,21,1,2,0,0,3,17,2,5,0,1
24770,UFC Fight Night: Shogun vs Henderson 2,1,Noad Lahat,0,12,23,0,2,0,0,4,11,22,5,13,3,4,3,5,7,16,4,6,0,0
24771,UFC 171: Hendricks vs Lawler,1,Johny Hendricks,0,25,53,0,2,0,0,101,15,42,9,34,0,0,6,8,10,36,5,6,0,0
24772,UFC 171: Hendricks vs Lawler,1,Robbie Lawler,0,14,34,0,0,0,0,0,13,33,13,33,0,0,0,0,12,31,1,2,0,0
24773,UFC 171: Hendricks vs Lawler,2,Johny Hendricks,0,42,109,0,1,0,0,0,42,109,35,99,1,3,6,7,37,100,5,9,0,0
24774,UFC 171: Hendricks vs Lawler,2,Robbie Lawler,0,22,60,0,0,0,0,0,21,59,21,58,0,1,0,0,21,58,0,1,0,0
24775,UFC 171: Hendricks vs Lawler,3,Johny Hendricks,0,33,90,0,1,0,0,6,33,90,22,79,2,2,9,9,30,84,3,6,0,0
24776,UFC 171: Hendricks vs Lawler,3,Robbie Lawler,0,44,90,0,0,0,0,0,43,89,39,84,1,1,3,4,42,86,1,3,0,0
24777,UFC 171: Hendricks vs Lawler,4,Johny Hendricks,0,39,98,1,2,0,0,14,34,93,23,80,1,2,10,11,34,93,0,0,0,0
24778,UFC 171: Hendricks vs Lawler,4,Robbie Lawler,0,56,104,0,0,0,0,0,56,104,51,99,4,4,1,1,54,102,2,2,0,0
24779,UFC 171: Hendricks vs Lawler,5,Johny Hendricks,0,47,76,1,4,0,0,127,34,63,22,51,2,2,10,10,27,56,5,5,2,2
24780,UFC 171: Hendricks vs Lawler,5,Robbie Lawler,0,26,55,0,0,0,0,0,17,46,17,46,0,0,0,0,17,44,0,2,0,0
24781,UFC 171: Hendricks vs Lawler,1,Carlos Condit,0,29,51,0,0,1,0,3,8,29,4,22,2,3,2,4,5,25,3,4,0,0
24782,UFC 171: Hendricks vs Lawler,1,Tyron Woodley,0,18,30,2,2,0,0,130,11,23,8,18,3,4,0,1,5,14,6,9,0,0
24783,UFC 171: Hendricks vs Lawler,2,Carlos Condit,0,23,33,0,0,0,0,0,5,14,2,10,1,2,2,2,5,14,0,0,0,0
24784,UFC 171: Hendricks vs Lawler,2,Tyron Woodley,1,16,19,1,1,0,0,53,3,6,2,5,0,0,1,1,3,6,0,0,0,0
24785,UFC 171: Hendricks vs Lawler,1,Diego Sanchez,0,12,35,0,0,0,0,49,9,32,3,21,4,7,2,4,5,28,3,3,1,1
24786,UFC 171: Hendricks vs Lawler,1,Myles Jury,0,25,45,1,1,0,0,32,19,38,13,31,2,3,4,4,16,35,1,1,2,2
24787,UFC 171: Hendricks vs Lawler,2,Diego Sanchez,0,6,29,0,0,1,0,0,6,29,3,25,2,2,1,2,6,29,0,0,0,0
24788,UFC 171: Hendricks vs Lawler,2,Myles Jury,0,20,45,1,1,0,0,67,19,44,17,40,0,1,2,3,16,41,1,1,2,2
24789,UFC 171: Hendricks vs Lawler,3,Diego Sanchez,0,19,41,0,0,1,0,0,10,32,4,18,6,12,0,2,10,32,0,0,0,0
24790,UFC 171: Hendricks vs Lawler,3,Myles Jury,0,9,39,1,1,0,0,88,8,37,5,33,1,2,2,2,8,35,0,0,0,2
24791,UFC 171: Hendricks vs Lawler,1,Jake Shields,0,29,51,0,3,0,0,0,1,23,1,18,0,1,0,4,1,22,0,1,0,0
24792,UFC 171: Hendricks vs Lawler,1,Hector Lombard,0,38,54,2,2,0,0,148,18,33,17,31,1,2,0,0,5,12,10,14,3,7
24793,UFC 171: Hendricks vs Lawler,2,Jake Shields,0,15,39,0,2,0,0,0,1,24,0,17,1,4,0,3,1,24,0,0,0,0
24794,UFC 171: Hendricks vs Lawler,2,Hector Lombard,0,12,21,2,2,0,0,148,4,13,2,11,2,2,0,0,2,11,1,1,1,1
24795,UFC 171: Hendricks vs Lawler,3,Jake Shields,0,14,38,0,2,1,0,0,2,25,1,20,1,2,0,3,2,25,0,0,0,0
24796,UFC 171: Hendricks vs Lawler,3,Hector Lombard,0,17,23,1,1,0,0,152,5,10,1,4,3,5,1,1,1,5,0,0,4,5
24797,UFC 171: Hendricks vs Lawler,1,Ovince Saint Preux,0,1,1,1,1,1,0,61,1,1,0,0,1,1,0,0,1,1,0,0,0,0
24798,UFC 171: Hendricks vs Lawler,1,Nikita Krylov,0,1,4,0,0,0,0,0,1,4,0,0,0,1,1,3,1,4,0,0,0,0
24799,UFC 171: Hendricks vs Lawler,1,Kelvin Gastelum,0,20,37,0,0,0,0,51,19,35,16,31,1,2,2,2,16,32,1,1,2,2
24800,UFC 171: Hendricks vs Lawler,1,Rick Story,0,9,42,0,0,0,0,0,9,42,4,33,3,7,2,2,9,42,0,0,0,0
24801,UFC 171: Hendricks vs Lawler,2,Kelvin Gastelum,0,28,63,0,0,0,0,0,28,63,20,54,0,1,8,8,27,59,1,4,0,0
24802,UFC 171: Hendricks vs Lawler,2,Rick Story,1,22,84,0,0,0,0,11,22,84,15,71,6,12,1,1,19,76,2,5,1,3
24803,UFC 171: Hendricks vs Lawler,3,Kelvin Gastelum,0,14,42,1,2,0,1,38,12,39,9,35,2,3,1,1,7,28,5,11,0,0
24804,UFC 171: Hendricks vs Lawler,3,Rick Story,0,20,44,0,1,0,1,129,14,37,7,29,3,4,4,4,11,30,3,7,0,0
24805,UFC 171: Hendricks vs Lawler,1,Raquel Pennington,0,9,15,0,0,1,0,5,9,15,2,7,2,3,5,5,1,6,7,8,1,1
24806,UFC 171: Hendricks vs Lawler,1,Jessica Andrade,0,16,25,2,4,0,0,253,3,9,1,4,1,4,1,1,1,4,1,2,1,3
24807,UFC 171: Hendricks vs Lawler,2,Raquel Pennington,0,33,70,0,0,1,0,20,33,70,21,57,7,8,5,5,22,55,11,15,0,0
24808,UFC 171: Hendricks vs Lawler,2,Jessica Andrade,0,35,78,1,2,0,0,85,30,73,22,63,6,8,2,2,21,56,9,17,0,0
24809,UFC 171: Hendricks vs Lawler,3,Raquel Pennington,0,45,87,2,3,0,0,55,40,82,28,70,9,9,3,3,19,50,15,24,6,8
24810,UFC 171: Hendricks vs Lawler,3,Jessica Andrade,0,39,82,0,2,0,0,42,33,76,24,66,8,9,1,1,16,44,17,32,0,0
24811,UFC 171: Hendricks vs Lawler,1,Dennis Bermudez,0,35,68,4,9,1,0,172,23,51,12,38,4,6,7,7,9,25,12,22,2,4
24812,UFC 171: Hendricks vs Lawler,1,Jimy Hettes,0,24,37,0,3,0,0,9,22,35,9,20,8,9,5,6,5,14,17,21,0,0
24813,UFC 171: Hendricks vs Lawler,2,Dennis Bermudez,1,29,59,2,6,0,0,175,18,43,9,31,1,3,8,9,2,6,10,19,6,18
24814,UFC 171: Hendricks vs Lawler,2,Jimy Hettes,0,16,37,0,0,0,0,76,7,19,2,10,5,8,0,1,1,5,6,14,0,0
24815,UFC 171: Hendricks vs Lawler,3,Dennis Bermudez,2,30,53,0,0,0,0,120,14,32,10,27,2,3,2,2,4,13,3,6,7,13
