fight_id,event_name,fighter_1_link,fighter_1,fighter_1_result,fighter_2_link,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
447,UFC Fight Night: Yusuff vs. Barboza,http://ufcstats.com/fighter-details/5ec591b78349ba7e,Christian Rodriguez,W,http://ufcstats.com/fighter-details/3c8a5200436e19f3,Cameron Saaiman,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/0197a61472fc351d
448,UFC Fight Night: Yusuff vs. Barboza,http://ufcstats.com/fighter-details/92a9aa9c93192871,Darren Elkins,W,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,TJ Brown,L,Featherweight Bout,Submission,3,143,3,Kerry Hatley,http://ufcstats.com/fight-details/3a8af8ee23444b72
449,UFC Fight Night: Yusuff vs. Barboza,http://ufcstats.com/fighter-details/2c5f5749569eef66,Tainara Lisboa,W,http://ufcstats.com/fighter-details/4948e412fa6ab67d,Ravena Oliveira,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/5b7b5b01f4dcbd9c
450,UFC Fight Night: Yusuff vs. Barboza,http://ufcstats.com/fighter-details/809bd1a871491508,Terrance McKinney,W,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,Brendon Marotte,L,Lightweight Bout,KO/TKO,1,20,3,Herb Dean,http://ufcstats.com/fight-details/7f7d2abc21f171ca
451,UFC Fight Night: Yusuff vs. Barboza,http://ufcstats.com/fighter-details/103e2e33a60683e1,Irina Alekseeva,L,http://ufcstats.com/fighter-details/bd532e9a2b93870c,Melissa Mullins,W,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/1ba282da76ca82ad
452,UFC Fight Night: Yusuff vs. Barboza,http://ufcstats.com/fighter-details/45f0cc9d18f35137,Chris Gutierrez,W,http://ufcstats.com/fighter-details/1897b7b913736a7c,Alatengheili,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/a74a8c1e0a49070d
453,UFC Fight Night: Yusuff vs. Barboza,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,Ashley Yoder,L,http://ufcstats.com/fighter-details/02f8fedc18cbd26c,Emily Ducote,W,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/85a130a4b655c8f5
454,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/99bd51917728c25d,Grant Dawson,L,http://ufcstats.com/fighter-details/887961364be5ceb3,King Green,W,Lightweight Bout,KO/TKO,1,33,5,Keith Peterson,http://ufcstats.com/fight-details/1aa4c2fa5ffaff00
455,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/c1085e1701b13eca,Joe Pyfer,W,http://ufcstats.com/fighter-details/eae431e70064e046,Abdul Razak Alhassan,L,Middleweight Bout,Submission,2,125,3,Mark Smith,http://ufcstats.com/fight-details/e966de63c8e6b1d5
456,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/cdb96af67d096b1e,Alex Morono,L,http://ufcstats.com/fighter-details/b9437600497350f3,Joaquin Buckley,W,Welterweight Bout,Decision - Unanimous,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/eb76a5b76a68e4c4
457,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,Drew Dober,W,http://ufcstats.com/fighter-details/814ff3018127e8fc,Ricky Glenn,L,Lightweight Bout,KO/TKO,1,156,3,Chris Tognoni,http://ufcstats.com/fight-details/68095e551ff6bbfd
458,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/262a7d06203657e6,Alexander Hernandez,L,http://ufcstats.com/fighter-details/9abc648e76c4493a,Bill Algeo,W,Featherweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/b638646fb297228d
459,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/d7c3816669784109,Karolina Kowalkiewicz,W,http://ufcstats.com/fighter-details/d7e40dca3ae125be,Diana Belbita,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/b6a6ba08898f3b6a
460,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/6e9f40c706f91f32,Nate Maness,W,http://ufcstats.com/fighter-details/48812daf291a4e23,Mateus Mendonca,L,Flyweight Bout,KO/TKO,1,280,3,Chris Tognoni,http://ufcstats.com/fight-details/eb7b0a6f06dbdb4f
461,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/2c483cf443f38ece,Vanessa Demopoulos,W,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0,Kanako Murata,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/5ee83e03aaff5fa1
462,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,Aoriqileng,W,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,Johnny Munoz,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/df146b0592259e5d
463,UFC Fight Night: Dawson vs. Green,http://ufcstats.com/fighter-details/80d8aed0ca9b00f3,Montana De La Rosa,L,http://ufcstats.com/fighter-details/6fd953151d981979,JJ Aldrich,W,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Jacob Montalvo,http://ufcstats.com/fight-details/cc4fcfede19bc196
464,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/c814b4c899793af6,Rafael Fiziev,L,http://ufcstats.com/fighter-details/72db2a14ffa73ece,Mateusz Gamrot,W,Lightweight Bout,KO/TKO,2,123,5,Herb Dean,http://ufcstats.com/fight-details/23a604f460289271
465,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/d9c6f19f958643e9,Bryce Mitchell,W,http://ufcstats.com/fighter-details/82a5152216251682,Dan Ige,L,Featherweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/da1b37edb8ccd3e6
466,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,Marina Rodriguez,W,http://ufcstats.com/fighter-details/eb04b9d31e938edb,Michelle Waterson-Gomez,L,Women's Strawweight Bout,KO/TKO,2,162,3,Kerry Hatley,http://ufcstats.com/fight-details/d8335b728604b222
467,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/f626118b6da0e020,Bryan Battle,W,http://ufcstats.com/fighter-details/725b1abc9a39d873,AJ Fletcher,L,Welterweight Bout,Submission,2,272,3,Dan Miragliotta,http://ufcstats.com/fight-details/bf647be41de365e4
468,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,Ricardo Ramos,L,http://ufcstats.com/fighter-details/f1d64ae34e088832,Charles Jourdain,W,Featherweight Bout,Submission,1,192,3,Herb Dean,http://ufcstats.com/fight-details/6e1bf1b163b3aeab
469,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/e4ba58725825412d,Dan Argueta,NC,http://ufcstats.com/fighter-details/46e0d677f91bacc0,Miles Johns,NC,Bantamweight Bout,Overturned,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/b78545b32a97ac44
470,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/4b47e71384a9522f,Tim Means,W,http://ufcstats.com/fighter-details/33efaf2d0941cfcf,Andre Fialho,L,Welterweight Bout,KO/TKO,3,75,3,Dan Miragliotta,http://ufcstats.com/fight-details/b3c7a5a97978d156
471,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/d4270315cbcf2569,Jacob Malkoun,L,http://ufcstats.com/fighter-details/f14f644d41ade29f,Cody Brundage,W,Middleweight Bout,DQ,1,255,3,Mark Smith,http://ufcstats.com/fight-details/1496969c1497dc85
472,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/da7f113b5ea39c43,Mohammed Usman,W,http://ufcstats.com/fighter-details/92fa1401b7927da3,Jake Collier,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Dan Miragliotta,http://ufcstats.com/fight-details/49ede01b061cfae3
473,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/43a59ce3bb40449e,Mizuki,W,http://ufcstats.com/fighter-details/26e3f3928b1891d9,Hannah Goldy,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/adb411b0f418ce33
474,UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/fighter-details/4f3064faf17aa711,Tamires Vidal,L,http://ufcstats.com/fighter-details/60193e707634e560,Montserrat Rendon,W,Women's Bantamweight Bout,Decision - Split,3,300,3,Kerry Hatley,http://ufcstats.com/fight-details/0732e6b6eb0a607d
475,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/e8b731feff72294b,Alexa Grasso,D,http://ufcstats.com/fighter-details/132deb59abae64b1,Valentina Shevchenko,D,UFC Women's Flyweight Title Bout,Decision - Split,5,300,5,Herb Dean,http://ufcstats.com/fight-details/b395c89e19a3fec4
476,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/3a46b268013afede,Kevin Holland,L,http://ufcstats.com/fighter-details/6b453bc35a823c3f,Jack Della Maddalena,W,Welterweight Bout,Decision - Split,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/697efaf0d162e877
477,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/fe2babf95de24fb1,Raul Rosas Jr.,W,http://ufcstats.com/fighter-details/f3ca6908f78efebe,Terrence Mitchell,L,Bantamweight Bout,KO/TKO,1,54,3,Mark Smith,http://ufcstats.com/fight-details/c0ca4c201d086ea8
478,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/4148802ae4a50768,Daniel Zellhuber,W,http://ufcstats.com/fighter-details/de45aaae23dfa392,Christos Giagos,L,Lightweight Bout,Submission,2,206,3,Jason Herzog,http://ufcstats.com/fight-details/2e1435c160bfe8b2
479,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560,Fernando Padilla,L,http://ufcstats.com/fighter-details/31f8081c7600da93,Kyle Nelson,W,Featherweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/a5d76e93a5052e3f
480,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,Loopy Godinez,W,http://ufcstats.com/fighter-details/ac7c765882f2c68c,Elise Reed,L,Women's Strawweight Bout,Submission,2,218,3,Herb Dean,http://ufcstats.com/fight-details/79f03eca3fe5cdb3
481,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,Roman Kopylov,W,http://ufcstats.com/fighter-details/ca43de99b07b6b40,Josh Fremd,L,Middleweight Bout,KO/TKO,2,284,3,Mark Smith,http://ufcstats.com/fight-details/7a0813ec0fadc84e
482,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/5ef94841c4bc3f86,Edgar Chairez,NC,http://ufcstats.com/fighter-details/31bb0772f21cabd8,Daniel Lacerda,NC,Flyweight Bout,Overturned,1,227,3,Chris Tognoni,http://ufcstats.com/fight-details/5d3e046b6bcd49f5
483,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/68d4a891e5cf2029,Tracy Cortez,W,http://ufcstats.com/fighter-details/a9e260472d321361,Jasmine Jasudavicius,L,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Jason Herzog,http://ufcstats.com/fight-details/bcec26b425194e40
484,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/dc07493a87dc0a6e,Alex Reyes,L,http://ufcstats.com/fighter-details/b39f7a6c2be17ee8,Charlie Campbell,W,Lightweight Bout,KO/TKO,1,218,3,Mark Smith,http://ufcstats.com/fight-details/58b2fdad7af9be02
485,UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/fighter-details/971dba22c622af12,Josefine Knutsson,W,http://ufcstats.com/fighter-details/b6203e0492a9336c,Marnic Mann,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/11318a7807cee8ca
486,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,Israel Adesanya,L,http://ufcstats.com/fighter-details/0d8011111be000b2,Sean Strickland,W,UFC Middleweight Title Bout,Decision - Unanimous,5,300,5,Marc Goddard,http://ufcstats.com/fight-details/7f16e7725245bb2d
487,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/c62fbc117d57b943,Tai Tuivasa,L,http://ufcstats.com/fighter-details/279566840aa55bf2,Alexander Volkov,W,Heavyweight Bout,Submission,2,277,3,Herb Dean,http://ufcstats.com/fight-details/e4ed294e16e16d81
488,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,Manel Kape,W,http://ufcstats.com/fighter-details/5cdf5339728f580d,Felipe dos Santos,L,Flyweight Bout,Decision - Unanimous,3,300,3,Greg Kleynjans,http://ufcstats.com/fight-details/222bb2c67a87d312
489,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/e13abac8089a801a,Justin Tafa,W,http://ufcstats.com/fighter-details/be9bdec19b7e9ffe,Austen Lane,L,Heavyweight Bout,KO/TKO,1,82,3,Jim Perdios,http://ufcstats.com/fight-details/f9d2137f380e66bf
490,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/49e96ff8ab781589,Tyson Pedro,W,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,Anton Turkalj,L,Light Heavyweight Bout,KO/TKO,1,132,3,Marc Goddard,http://ufcstats.com/fight-details/3e1c27f17433f9e4
491,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/9014c02eff8b3d62,Carlos Ulberg,W,http://ufcstats.com/fighter-details/74f9448b97bf8bec,Da Woon Jung,L,Light Heavyweight Bout,Submission,3,289,3,Herb Dean,http://ufcstats.com/fight-details/a3d75cc363a6544b
492,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/a9da3158dd2c2b5a,Jack Jenkins,L,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,Chepe Mariscal,W,Featherweight Bout,KO/TKO,2,199,3,Greg Kleynjans,http://ufcstats.com/fight-details/09a7f0979a58e6ea
493,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/af9f42e6894047fc,Jamie Mullarkey,W,http://ufcstats.com/fighter-details/c21a036b4e012f1c,John Makdessi,L,Lightweight Bout,Decision - Unanimous,3,300,3,Jim Perdios,http://ufcstats.com/fight-details/0aae15358d8606b9
494,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/b7b84ccd221be298,Nasrat Haqparast,W,http://ufcstats.com/fighter-details/267f4a6568abe245,Landon Quinones,L,Lightweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/bfff5a3777841344
495,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8,Blood Diamond,L,http://ufcstats.com/fighter-details/feedf3053472fe56,Charles Radtke,W,Welterweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/56809feb4fe7ea61
496,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/4cd8b03aee1d0138,Shane Young,L,http://ufcstats.com/fighter-details/b909a9a9688b5284,Gabriel Miranda,W,Featherweight Bout,Submission,1,59,3,Greg Kleynjans,http://ufcstats.com/fight-details/5d481ff494bf40da
497,UFC 293: Adesanya vs. Strickland,http://ufcstats.com/fighter-details/dda15dbfafb792df,Kevin Jousset,W,http://ufcstats.com/fighter-details/4729c93ba705a3bf,Kiefer Crosbie,L,Welterweight Bout,Submission,1,289,3,Jim Perdios,http://ufcstats.com/fight-details/65c89e0c92e51bb8
498,UFC Fight Night: Gane vs. Spivac,http://ufcstats.com/fighter-details/787bb1f087ccff8a,Ciryl Gane,W,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,Serghei Spivac,L,Heavyweight Bout,KO/TKO,2,224,5,Marc Goddard,http://ufcstats.com/fight-details/ea006bae605e2a6b
499,UFC Fight Night: Gane vs. Spivac,http://ufcstats.com/fighter-details/34ff304266360297,Manon Fiorot,W,http://ufcstats.com/fighter-details/47b63240018d5d86,Rose Namajunas,L,Women's Flyweight Bout,Decision - Unanimous,3,300,3,Rich Mitchell,http://ufcstats.com/fight-details/4eaf54ad3c82b6fa
500,UFC Fight Night: Gane vs. Spivac,http://ufcstats.com/fighter-details/c2299ec916bc7c56,Benoit Saint Denis,W,http://ufcstats.com/fighter-details/d945aae53e3e54e6,Thiago Moises,L,Lightweight Bout,KO/TKO,2,284,3,Lukasz Bosacki,http://ufcstats.com/fight-details/dfa8fd0b82b37fa1
501,UFC Fight Night: Gane vs. Spivac,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Volkan Oezdemir,W,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,Bogdan Guskov,L,Light Heavyweight Bout,Submission,1,226,3,Marc Goddard,http://ufcstats.com/fight-details/5098d052525da54f
502,UFC Fight Night: Gane vs. Spivac,http://ufcstats.com/fighter-details/e1d40e8782d80bc2,William Gomis,W,http://ufcstats.com/fighter-details/eb70e786bbdf1d16,Yanis Ghemmouri,L,Featherweight Bout,KO/TKO,3,140,3,Loic Pora,http://ufcstats.com/fight-details/1c29c53ff032c5c1
503,UFC Fight Night: Gane vs. Spivac,http://ufcstats.com/fighter-details/5b03b61f9d90125e,Morgan Charriere,W,http://ufcstats.com/fighter-details/fd7ab338e4953644,Manolo Zecchini,L,Featherweight Bout,KO/TKO,1,231,3,Rich Mitchell,http://ufcstats.com/fight-details/0d41a3fa5efef91b
504,UFC Fight Night: Gane vs. Spivac,http://ufcstats.com/fighter-details/8b1ed83b02303075,Taylor Lapilus,W,http://ufcstats.com/fighter-details/42ac4020cba261ad,Caolan Loughran,L,Bantamweight Bout,Decision - Unanimous,3,300,3,Lukasz Bosacki,http://ufcstats.com/fight-details/1b9a127f9dadaad9
