fight_id,event_name,fighter_1_link,fighter_1,fighter_1_result,fighter_2_link,fighter_2,fighter_2_result,bout_type,method,end_round,end_time_round,max_round,referee,fight_link
4190,UFC Fight Night: Rothwell vs Dos Santos,http://ufcstats.com/fighter-details/38ed5a2299230227,Filip Pejic,L,http://ufcstats.com/fighter-details/42a7e90605df3c8a,Damian Stasiak,W,Bantamweight Bout,Submission,1,136,3,Marc Goddard,http://ufcstats.com/fight-details/3b5e1d6cbf9c8c9f
4191,UFC Fight Night: Rothwell vs Dos Santos,http://ufcstats.com/fighter-details/1dafccb62a0f98ec,Robert Whiteford,L,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f,Lucas Martins,W,Featherweight Bout,Decision - Split,3,300,3,Leon Roberts,http://ufcstats.com/fight-details/42afd8c4fc85f485
4192,UFC Fight Night: Rothwell vs Dos Santos,http://ufcstats.com/fighter-details/13a0275fa13c4d26,Jared Cannonier,W,http://ufcstats.com/fighter-details/9be6020024133293,Cyril Asker,L,Heavyweight Bout,KO/TKO,1,164,3,Grant Waterman,http://ufcstats.com/fight-details/a020b5b917c27bb8
4193,UFC Fight Night: Rothwell vs Dos Santos,http://ufcstats.com/fighter-details/77d7295d1b22c694,Alessio Di Chirico,L,http://ufcstats.com/fighter-details/fcce75a25c14a804,Bojan Velickovic,W,Middleweight Bout,Decision - Unanimous,3,300,3,Kevin Sataki,http://ufcstats.com/fight-details/fcb225f454ebf1a1
4194,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/eef9b891edbd4604,Mark Hunt,W,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,Frank Mir,L,Heavyweight Bout,KO/TKO,1,181,5,Marc Goddard,http://ufcstats.com/fight-details/fb98219ce569b384
4195,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7,Hector Lombard,L,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Neil Magny,W,Welterweight Bout,KO/TKO,3,46,3,Steve Perceval,http://ufcstats.com/fight-details/a26db2cee9eab1f9
4196,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/a845f0735bc67405,Jake Matthews,W,http://ufcstats.com/fighter-details/1f4b04a926ef1287,Johnny Case,L,Lightweight Bout,Submission,3,285,3,John Sharp,http://ufcstats.com/fight-details/784a57385d0e87ff
4197,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/bdcbb976816fd256,Daniel Kelly,W,http://ufcstats.com/fighter-details/52e76bb4b3e852f3,Antonio Carlos Junior,L,Middleweight Bout,KO/TKO,3,96,3,Greg Kleynjans,http://ufcstats.com/fight-details/b33d1e693e3c9958
4198,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/f5431394fb284bb9,James Te Huna,L,http://ufcstats.com/fighter-details/e023fa2e648ea0f1,Steve Bosse,W,Light Heavyweight Bout,KO/TKO,1,52,3,Marc Goddard,http://ufcstats.com/fight-details/cf13dd810b2bd061
4199,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/907e60fd13407e1e,Bec Rawlings,W,http://ufcstats.com/fighter-details/165c244bcca3ed26,Seo Hee Ham,L,Women's Strawweight Bout,Decision - Unanimous,3,300,3,Steve Perceval,http://ufcstats.com/fight-details/8bf419824ca91470
4200,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/494b0bfdbac74502,Brendan O'Reilly,L,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,Alan Jouban,W,Welterweight Bout,KO/TKO,1,135,3,John Sharp,http://ufcstats.com/fight-details/ee31f081cf576273
4201,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/193b9d1858bc4df3,Dan Hooker,W,http://ufcstats.com/fighter-details/40ff198adda94b9f,Mark Eddiva,L,Featherweight Bout,Submission,1,84,3,Greg Kleynjans,http://ufcstats.com/fight-details/e3fb9146a7eaaa47
4202,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/76984112f697631f,Leslie Smith,W,http://ufcstats.com/fighter-details/f9ae6914f604aa9f,Rin Nakai,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,John Sharp,http://ufcstats.com/fight-details/aa92030dfd8b5d40
4203,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/303a05a7aa3ff761,Richard Walsh,L,http://ufcstats.com/fighter-details/d221ee27afc7a60e,Viscardi Andrade,W,Welterweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/d2105d00baa3e15e
4204,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/4f732e58ed907eff,Ross Pearson,W,http://ufcstats.com/fighter-details/c03a5022f8439f2a,Chad Laprise,L,Lightweight Bout,Decision - Split,3,300,3,Steve Perceval,http://ufcstats.com/fight-details/f7c9f7a6edca5299
4205,UFC Fight Night: Hunt vs Mir,http://ufcstats.com/fighter-details/cd7763bcadb5d4c8,Alan Patrick,W,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,Damien Brown,L,Lightweight Bout,Decision - Unanimous,3,300,3,Greg Kleynjans,http://ufcstats.com/fight-details/95d46f7a7e72f91c
4206,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/f4c49976c75c5ab2,Conor McGregor,L,http://ufcstats.com/fighter-details/8355922d564b152c,Nate Diaz,W,Welterweight Bout,Submission,2,252,5,Herb Dean,http://ufcstats.com/fight-details/4ace70bff9debdfb
4207,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,Holly Holm,L,http://ufcstats.com/fighter-details/b96619b3acd7d9da,Miesha Tate,W,UFC Women's Bantamweight Title Bout,Submission,5,210,5,John McCarthy,http://ufcstats.com/fight-details/7ffd80b65b0ff942
4208,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/fcd448a2fe1a23cc,Gian Villante,L,http://ufcstats.com/fighter-details/e9a3aeb207578eea,Ilir Latifi,W,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/17c598d7841daae0
4209,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/5e4eec08896c9423,Corey Anderson,W,http://ufcstats.com/fighter-details/4d44f37107f01b9b,Tom Lawlor,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/0bdea30d7a7322f7
4210,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/80fa8218c99f9c58,Amanda Nunes,W,http://ufcstats.com/fighter-details/132deb59abae64b1,Valentina Shevchenko,L,Women's Bantamweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/ba2f3b9a12400aa0
4211,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/638cfec7ec559d6e,Brandon Thatch,L,http://ufcstats.com/fighter-details/aec185309b4843d0,Siyar Bahadurzada,W,Welterweight Bout,Submission,3,251,3,John McCarthy,http://ufcstats.com/fight-details/e86f7b7f3a047d2a
4212,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/5866fc86183a9fb8,Erick Silva,L,http://ufcstats.com/fighter-details/49858bf46dabf6fb,Nordine Taleb,W,Welterweight Bout,KO/TKO,2,94,3,Herb Dean,http://ufcstats.com/fight-details/90a5ddd6738605d9
4213,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa,Vitor Miranda,W,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d,Marcelo Guimaraes,L,Middleweight Bout,KO/TKO,2,69,3,Chris Tognoni,http://ufcstats.com/fight-details/49f83168974fb60f
4214,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/92a9aa9c93192871,Darren Elkins,W,http://ufcstats.com/fighter-details/4bd6b4800070b069,Chas Skelly,L,Featherweight Bout,Decision - Unanimous,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/d3255f2b8ef2b559
4215,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/82e7929bf6c2b689,Diego Sanchez,W,http://ufcstats.com/fighter-details/d1941565abf50b16,Jim Miller,L,Lightweight Bout,Decision - Unanimous,3,300,3,Chris Tognoni,http://ufcstats.com/fight-details/3f3b8dcd16dd7383
4216,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23,Jason Saggo,W,http://ufcstats.com/fighter-details/9b198c73e3d0d289,Justin Salas,L,Lightweight Bout,KO/TKO,1,271,3,Yves Lavigne,http://ufcstats.com/fight-details/8295c37ad4b6187e
4217,UFC 196: McGregor vs Diaz,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,Julian Erosa,L,http://ufcstats.com/fighter-details/88cd34d836b4ebcd,Teruto Ishihara,W,Featherweight Bout,KO/TKO,2,34,3,Chris Tognoni,http://ufcstats.com/fight-details/6ecd93dbbaba7e10
4218,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/1f454354805b6f75,Anderson Silva,L,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2,Michael Bisping,W,Middleweight Bout,Decision - Unanimous,5,300,5,Herb Dean,http://ufcstats.com/fight-details/0e9091311ca565ce
4219,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/232c582f29f8f65e,Gegard Mousasi,W,http://ufcstats.com/fighter-details/cfb65863d5099327,Thales Leites,L,Middleweight Bout,Decision - Unanimous,3,300,3,Marc Goddard,http://ufcstats.com/fight-details/b45d0e0d2bba01e9
4220,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/1588b787bda7b540,Tom Breese,W,http://ufcstats.com/fighter-details/65ddc8a9ac4e8531,Keita Nakamura,L,Welterweight Bout,Decision - Unanimous,3,300,3,Leon Roberts,http://ufcstats.com/fight-details/0d043ecaf5bbc3ae
4221,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/7ea4a9f07df33a45,Francisco Rivera,L,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,Brad Pickett,W,Bantamweight Bout,Decision - Split,3,300,3,Neil Hall,http://ufcstats.com/fight-details/7c20284c4c2dc9d3
4222,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/cfaf010d5b389c09,Mike Wilkinson,L,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,Makwan Amirkhani,W,Featherweight Bout,Decision - Unanimous,3,300,3,Grant Waterman,http://ufcstats.com/fight-details/dcf052ef89a66397
4223,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/113df4fde64735c6,Davey Grant,W,http://ufcstats.com/fighter-details/7c7332319c14094c,Marlon Vera,L,Bantamweight Bout,Decision - Unanimous,3,300,3,,http://ufcstats.com/fight-details/c959b92fb36220a3
4224,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/06827d70c53ff0d9,Scott Askham,W,http://ufcstats.com/fighter-details/dfae5da5676e4194,Chris Dempsey,L,Middleweight Bout,KO/TKO,1,285,3,Leon Roberts,http://ufcstats.com/fight-details/5bff1ece35abac7f
4225,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/040a74bb0a465c54,Arnold Allen,W,http://ufcstats.com/fighter-details/3623bd267a2eef2e,Yaotzin Meza,L,Featherweight Bout,Decision - Unanimous,3,300,3,Grant Waterman,http://ufcstats.com/fight-details/c82f9bc365ff1074
4226,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/34e552520a934063,Brad Scott,L,http://ufcstats.com/fighter-details/4e06913c91da5200,Krzysztof Jotko,W,Middleweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/2af50cc7f34f6fc2
4227,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/14ff46596ad80609,Norman Parke,L,http://ufcstats.com/fighter-details/9b7694d064a8a0ad,Rustam Khabilov,W,Lightweight Bout,Decision - Unanimous,3,300,3,,http://ufcstats.com/fight-details/b29d4e0117776bb3
4228,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/470fedbc8563ac47,Daniel Omielanczuk,W,http://ufcstats.com/fighter-details/8614b7134913f5d5,Jarjis Danho,L,Heavyweight Bout,Decision - Majority,3,91,3,Leon Roberts,http://ufcstats.com/fight-details/a80579fe679d24e2
4229,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/8f4eeaf7a0df7c1a,Teemu Packalen,W,http://ufcstats.com/fighter-details/51e86de150ee8be6,Thibault Gouti,L,Lightweight Bout,Submission,1,24,3,Grant Waterman,http://ufcstats.com/fight-details/4bf6b6904ec94421
4230,UFC Fight Night: Silva vs Bisping,http://ufcstats.com/fighter-details/2747c60e42d9d75f,David Teymur,W,http://ufcstats.com/fighter-details/bcad7223af3c19da,Martin Svensson,L,Lightweight Bout,KO/TKO,2,86,3,Neil Hall,http://ufcstats.com/fight-details/0845e0f9e8d61b0f
4231,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/1d00756835ca67c9,Donald Cerrone,W,http://ufcstats.com/fighter-details/57b10fca4f9c9a7a,Alex Oliveira,L,Welterweight Bout,Submission,1,153,5,Mario Yamasaki,http://ufcstats.com/fight-details/214fa13c3f230259
4232,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/b1a3e0aca758b322,Derek Brunson,W,http://ufcstats.com/fighter-details/1c86754617d9813a,Roan Carneiro,L,Middleweight Bout,KO/TKO,1,158,3,Keith Peterson,http://ufcstats.com/fight-details/eadb215519406e92
4233,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/d8c7c61b176e3994,Cody Garbrandt,W,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49,Augusto Mendes,L,Catch Weight Bout,KO/TKO,1,258,3,Mario Yamasaki,http://ufcstats.com/fight-details/2f15a2ed6cd4711f
4234,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/6f242453c91a5af0,Dennis Bermudez,W,http://ufcstats.com/fighter-details/80d918336163b80c,Tatsuya Kawajiri,L,Featherweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/3bd5dbc1598c409d
4235,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/6c2030e0a143a94b,Chris Camozzi,W,http://ufcstats.com/fighter-details/d512d9f204059f57,Joe Riggs,L,Middleweight Bout,KO/TKO,1,26,3,Mario Yamasaki,http://ufcstats.com/fight-details/a06a3bc70d7c4264
4236,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/8f6a18831a120817,James Krause,W,http://ufcstats.com/fighter-details/784285b7ae7dd85f,Shane Campbell,L,Lightweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/b7653a82f4b07b1f
4237,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69,Alex Garcia,L,http://ufcstats.com/fighter-details/0d8011111be000b2,Sean Strickland,W,Welterweight Bout,KO/TKO,3,265,3,Bill Bookwalter,http://ufcstats.com/fight-details/607d22f0b3db4f1f
4238,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/7e47047d0971d566,Daniel Sarafian,L,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,Oluwale Bamgbose,W,Middleweight Bout,KO/TKO,1,60,3,James Chappell,http://ufcstats.com/fight-details/014a3acf91ada8af
4239,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/d4c9dcd330403612,Anthony Smith,W,http://ufcstats.com/fighter-details/cc98d857b148e33a,Leonardo Guimaraes,L,Middleweight Bout,Decision - Unanimous,3,300,3,Chip Snider,http://ufcstats.com/fight-details/d373de3e072f7e57
4240,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/f40ec51dd4de47c3,Jonavin Webb,L,http://ufcstats.com/fighter-details/15ec018d144710db,Nathan Coy,W,Welterweight Bout,Decision - Unanimous,3,300,3,Keith Peterson,http://ufcstats.com/fight-details/94d708a8a8fefdef
4241,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/c7d297714d9ab1a4,Marion Reneau,L,http://ufcstats.com/fighter-details/fc6e681bf6658faf,Ashlee Evans-Smith,W,Women's Bantamweight Bout,Decision - Split,3,300,3,James Chappell,http://ufcstats.com/fight-details/5d000de6fa836f66
4242,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/729d4bd5a6cd0a97,Lauren Murphy,W,http://ufcstats.com/fighter-details/9c42a0de8e012870,Kelly Faszholz,L,Women's Bantamweight Bout,KO/TKO,3,295,3,Bill Bookwalter,http://ufcstats.com/fight-details/cc4a23ed2cbc8aa4
4243,UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/fighter-details/c727c7d31c50c4cf,Anthony Hamilton,L,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4,Shamil Abdurakhimov,W,Heavyweight Bout,Decision - Unanimous,3,300,3,Chip Snider,http://ufcstats.com/fight-details/e508ba268cb295c0
4244,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/0941df56f6ac954b,Johny Hendricks,L,http://ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson,W,Welterweight Bout,KO/TKO,1,211,5,John McCarthy,http://ufcstats.com/fight-details/3cbbf947fd0d2144
4245,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,Roy Nelson,W,http://ufcstats.com/fighter-details/91ea901c458e95dd,Jared Rosholt,L,Heavyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/a3935c950c40462b
4246,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/50db8711c70196cd,Ovince Saint Preux,W,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c,Rafael Cavalcante,L,Light Heavyweight Bout,Decision - Unanimous,3,300,3,Yves Lavigne,http://ufcstats.com/fight-details/37008594c087470c
4247,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/80eacd4da0617c57,Joseph Benavidez,W,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30,Zach Makovsky,L,Flyweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/98035e427b476717
4248,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/67f272324a030d00,Misha Cirkunov,W,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,Alex Nicholson,L,Light Heavyweight Bout,Submission,2,88,3,Herb Dean,http://ufcstats.com/fight-details/45500515780758f0
4249,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/f5990c11974d8e9c,Mike Pyle,W,http://ufcstats.com/fighter-details/ab850a77a0fa487d,Sean Spencer,L,Welterweight Bout,KO/TKO,3,265,3,Yves Lavigne,http://ufcstats.com/fight-details/d6e1205babf27a9d
4250,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/6da99156486ed6c2,Joshua Burkman,W,http://ufcstats.com/fighter-details/b7ffa72aa148599a,KJ Noons,L,Lightweight Bout,Decision - Unanimous,3,300,3,John McCarthy,http://ufcstats.com/fight-details/d0a8304574e65ec9
4251,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,Derrick Lewis,W,http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9,Damian Grabowski,L,Heavyweight Bout,KO/TKO,1,137,3,Mark Smith,http://ufcstats.com/fight-details/640dbb5a89c0aad6
4252,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/a4de54ea806fb525,Ray Borg,L,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b,Justin Scoggins,W,Flyweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/311156891c7bdf60
4253,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/9f755fb04cc21499,Noad Lahat,L,http://ufcstats.com/fighter-details/09f579be4520394a,Diego Rivas,W,Featherweight Bout,KO/TKO,2,23,3,Mark Smith,http://ufcstats.com/fight-details/3760216f68f448b7
4254,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/9e50097a89442158,Mickey Gall,W,http://ufcstats.com/fighter-details/0641c21bec209472,Mike Jackson,L,Welterweight Bout,Submission,1,45,3,Yves Lavigne,http://ufcstats.com/fight-details/ee9173615ef4cfae
4255,UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/fighter-details/02f2a9702ba3d167,Artem Lobov,L,http://ufcstats.com/fighter-details/c17041f1bb5768d8,Alex White,W,Featherweight Bout,Decision - Unanimous,3,300,3,Mark Smith,http://ufcstats.com/fight-details/02ace8fdd83c6480
4256,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/365fee2da473b177,Anthony Johnson,W,http://ufcstats.com/fighter-details/c0ab242c40decc55,Ryan Bader,L,Light Heavyweight Bout,KO/TKO,1,86,5,Keith Peterson,http://ufcstats.com/fight-details/4c7390e4d169f6ff
4257,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/ad3f53c454cbbead,Josh Barnett,L,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,Ben Rothwell,W,Heavyweight Bout,Submission,2,228,3,Gary Copeland,http://ufcstats.com/fight-details/6c1dba8a3ba4f42e
4258,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,Iuri Alcantara,L,http://ufcstats.com/fighter-details/9c907996820d2d69,Jimmie Rivera,W,Bantamweight Bout,Decision - Unanimous,3,300,3,Liam Kerrigan,http://ufcstats.com/fight-details/4ce0a62cdad7bf32
4259,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,Sage Northcutt,L,http://ufcstats.com/fighter-details/a331233f597090a5,Bryan Barberena,W,Welterweight Bout,Submission,2,186,3,Keith Peterson,http://ufcstats.com/fight-details/d2591df4fa9cc44e
4260,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/0749d968e932df53,Tarec Saffiedine,W,http://ufcstats.com/fighter-details/d81ac739417d7f53,Jake Ellenberger,L,Welterweight Bout,Decision - Unanimous,3,300,3,Gasper Oliver,http://ufcstats.com/fight-details/44c6d87116bb3a10
4261,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/55ee431411ccf07a,Olivier Aubin-Mercier,L,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,Diego Ferreira,W,Lightweight Bout,Decision - Unanimous,3,300,3,Vitor Ribeiro,http://ufcstats.com/fight-details/b810951e39a0af1b
4262,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/0dba4df5f34d5ff0,Rafael Natal,W,http://ufcstats.com/fighter-details/8d9586726252dbf7,Kevin Casey,L,Middleweight Bout,KO/TKO,3,217,3,Gary Copeland,http://ufcstats.com/fight-details/7bb335510a749419
4263,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/f53c1f4ceeed8c08,Dustin Ortiz,L,http://ufcstats.com/fighter-details/5aedf14771ca82d2,Wilson Reis,W,Flyweight Bout,Decision - Unanimous,3,300,3,Vitor Ribeiro,http://ufcstats.com/fight-details/fa5244817650f401
4264,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/6c7e25571490aa3b,George Sullivan,L,http://ufcstats.com/fighter-details/d06f8869449ba7bd,Alexander Yakovlev,W,Welterweight Bout,KO/TKO,1,239,3,Gasper Oliver,http://ufcstats.com/fight-details/6eb4b84c4b10854a
4265,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/7aa3d6964eff4877,Alex Caceres,W,http://ufcstats.com/fighter-details/4638cc6479cc0afe,Masio Fullen,L,Featherweight Bout,Decision - Unanimous,3,300,3,Gary Copeland,http://ufcstats.com/fight-details/6066dc40bb3ce8db
4266,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/8f0d576beba1cfcd,Matt Dwyer,L,http://ufcstats.com/fighter-details/c6aee362c7a7d482,Randy Brown,W,Welterweight Bout,Decision - Unanimous,3,300,3,Liam Kerrigan,http://ufcstats.com/fight-details/15f48dd8cf8ae455
4267,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/29af297d9f1de0f8,Damon Jackson,D,http://ufcstats.com/fighter-details/938ad489fb7a1f31,Levan Makashvili,D,Featherweight Bout,Decision - Majority,3,300,3,Gasper Oliver,http://ufcstats.com/fight-details/df8391ca39160d8c
4268,UFC on FOX: Johnson vs. Bader,http://ufcstats.com/fighter-details/5331b25a60417ffb,Anthony Rocco Martin,W,http://ufcstats.com/fighter-details/948880beac71f028,Felipe Olivieri,L,Lightweight Bout,Submission,3,182,3,Liam Kerrigan,http://ufcstats.com/fight-details/318449b3f9346566
4269,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/fighter-details/c849740a3ff51931,TJ Dillashaw,L,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,Dominick Cruz,W,UFC Bantamweight Title Bout,Decision - Split,5,300,5,Herb Dean,http://ufcstats.com/fight-details/c4938baf92d2dc31
4270,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/fighter-details/cbb682f5fcc44bfc,Anthony Pettis,L,http://ufcstats.com/fighter-details/33a331684283900f,Eddie Alvarez,W,Lightweight Bout,Decision - Split,3,300,3,,http://ufcstats.com/fight-details/3ce6f9eb59a1e149
4271,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,Travis Browne,W,http://ufcstats.com/fighter-details/ba280572acfba13f,Matt Mitrione,L,Heavyweight Bout,KO/TKO,3,249,3,Gary Forman,http://ufcstats.com/fight-details/762de3b0b32ba937
4272,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/fighter-details/4f732e58ed907eff,Ross Pearson,L,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,Francisco Trinaldo,W,Lightweight Bout,Decision - Unanimous,3,300,3,Herb Dean,http://ufcstats.com/fight-details/d0dc419dc7acb7e2
4273,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,Patrick Cote,W,http://ufcstats.com/fighter-details/484acc7b0f856ce9,Ben Saunders,L,Welterweight Bout,KO/TKO,2,74,3,Steve Rita,http://ufcstats.com/fight-details/a7adbceeff234b61
4274,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/fighter-details/c80095f6092271a7,Tim Boetsch,L,http://ufcstats.com/fighter-details/06f36cf4bd97ec77,Ed Herman,W,Light Heavyweight Bout,KO/TKO,2,99,3,Kevin MacDonald,http://ufcstats.com/fight-details/f8ad660497e49187
4275,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/fighter-details/c8097968da5e5f13,Chris Wade,W,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,Mehdi Baghdad,L,Lightweight Bout,Submission,1,270,3,Gary Forman,http://ufcstats.com/fight-details/226c6a86f4f81122
4276,UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/fighter-details/4a1329cc8eb0928a,Maximo Blanco,L,http://ufcstats.com/fighter-details/96428b9e9bd048ea,Luke Sanders,W,Featherweight Bout,Submission,1,218,3,Herb Dean,http://ufcstats.com/fight-details/cdf048ec9b917cfa
